,time,days,metal_creep_strain_rr,metal_creep_strain_tt,metal_creep_strain_zz,oxide_creep_strain_rr,oxide_creep_strain_tt,oxide_creep_strain_zz,oxide_stress_rr,oxide_stress_tt,oxide_stress_zz,years,dt,state,T_gas,T_steam,p_gas,p_steam
757,15933600.0,184.41666666667,-7.936866136903101e-05,0.00010772165703124,-2.8352995662205e-05,-2.3235197494724002e-07,2.9520473784408996e-07,-6.2852762896848e-08,-16.566469247043,34.190715114527,-1.5396893968685001,0.51226851851852,50400.0,1.0,1100.0,530.0,0.2,17.0
761,16020000.0,185.41666666667,-7.9646701156622e-05,0.00010810830418716,-2.8461603030536e-05,-2.3419091144684e-07,2.9764589563588e-07,-6.3454984189047e-08,-16.565999384614,34.246226115847996,-1.5369026710334,0.5150462962962999,50400.0,1.0,1100.0,530.0,0.2,17.0
765,16106400.0,186.41666666667,-7.9924084508131e-05,0.0001084940938101,-2.8570009301965996e-05,-2.3603576200007e-07,3.0009585107865e-07,-6.406008907857599e-08,-16.565575398534,34.299935225841,-1.5344955142238,0.51782407407407,50400.0,1.0,1100.0,530.0,0.2,17.0
769,16192800.0,187.41666666667,-8.020081316794e-05,0.00010887902546296,-2.8678212295021998e-05,-2.3788642544190002e-07,3.0255447308663e-07,-6.466804764472799e-08,-16.565095797549,34.353945124885,-1.5319285540533,0.52060185185185,50400.0,1.0,1100.0,530.0,0.2,17.0
773,16279200.0,188.41666666667,-8.0476890494176e-05,0.00010926310799693,-2.8786217502748998e-05,-2.3974304961796e-07,3.0502195925055e-07,-6.5278909632584e-08,-16.564705297548002,34.413808622162,-1.5279227523914,0.52337962962963,50400.0,1.0,1100.0,530.0,0.2,17.0
777,16365600.0,189.41666666667,-8.0752332542074e-05,0.00010964635841482,-2.8894025872746e-05,-2.4160554922234e-07,3.0749819796173e-07,-6.5892648739389e-08,-16.564232366604,34.472148913874,-1.5242931868116,0.52615740740741,50400.0,1.0,1100.0,530.0,0.2,17.0
781,16452000.0,190.41666666667,-8.1027125333818e-05,0.00011002876366873,-2.9001638334908002e-05,-2.4347392424253003e-07,3.099831829533e-07,-6.650925871076901e-08,-16.563773522327,34.528155198629996,-1.5212744641477,0.52893518518519,50400.0,1.0,1100.0,530.0,0.2,17.0
785,16538400.0,191.41666666667,-8.1301295099415e-05,0.00011041035551221001,-2.9109060412796e-05,-2.4534831331504997e-07,3.1247710731979e-07,-6.7128794004738e-08,-16.563443002147,34.58058751515,-1.5190496718130002,0.53171296296296,50400.0,1.0,1100.0,530.0,0.2,17.0
789,16624800.0,192.41666666667,-8.157485406298001e-05,0.00011079114925172,-2.9216295188741997e-05,-2.4722881357784e-07,3.1498010429153e-07,-6.775129071369501e-08,-16.562859395536,34.638096727417995,-1.5156179143622,0.53449074074074,50400.0,1.0,1100.0,530.0,0.2,17.0
793,16711200.0,193.41666666667,-8.1847786559986e-05,0.00011117112259426999,-2.9323336034279e-05,-2.4911515286651003e-07,3.1749180376036e-07,-6.837665089385201e-08,-16.562609480514,34.691501304299,-1.5128212598444,0.53726851851852,50400.0,1.0,1100.0,530.0,0.2,17.0
797,16797600.0,194.41666666667,-8.2120136347515e-05,0.00011155033294081001,-2.9430196593299e-05,-2.5100770601718e-07,3.2001271939541e-07,-6.9005013378237e-08,-16.562159187627,34.746135544215,-1.5100300709352,0.5400462962963,50400.0,1.0,1100.0,530.0,0.2,17.0
801,16884000.0,195.41666666667,-8.2392394809218e-05,0.00011192945399261999,-2.9537059183404998e-05,-2.5291070771212e-07,3.2254866384351e-07,-6.9637956131392e-08,-16.561705205899,34.802981548112996,-1.5066706159294,0.54282407407407,50400.0,1.0,1100.0,530.0,0.2,17.0
805,16970400.0,196.41666666667,-8.2664049811301e-05,0.00011230778252661,-2.9643732715312e-05,-2.5481962181865e-07,3.2509342368738e-07,-7.027380186872999e-08,-16.561291009368,34.85731648191,-1.5039248543335,0.54560185185185,50400.0,1.0,1100.0,530.0,0.2,17.0
809,17056800.0,197.41666666667,-8.2935109617211e-05,0.00011268532887593999,-2.9750219258727e-05,-2.5673447029465e-07,3.2764703141857e-07,-7.0912561123918e-08,-16.560801486014,34.914364715816,-1.5004815064610002,0.54837962962963,50400.0,1.0,1100.0,530.0,0.2,17.0
813,17143200.0,198.41666666667,-8.320557455934101e-05,0.00011306209344974,-2.9856518890394e-05,-2.5865523663838e-07,3.302094647139e-07,-7.1554228075527e-08,-16.560306236561,34.969956960058,-1.4973830985013998,0.55115740740741,50400.0,1.0,1100.0,530.0,0.2,17.0
817,17229600.0,199.41666666667,-8.3475444221354e-05,0.00011343807497563,-2.9962630754276e-05,-2.6058189870682e-07,3.3278069280534e-07,-7.2198794098516e-08,-16.559878778046,35.023319390485,-1.4947825502935999,0.5539351851851899,50400.0,1.0,1100.0,530.0,0.2,17.0
821,17316000.0,200.41666666667,-8.374473167542099e-05,0.00011381329047031001,-3.0068558794885e-05,-2.6251447384952996e-07,3.3536074505836e-07,-7.2846271208838e-08,-16.559437836339,35.078043756191,-1.4918496339367,0.5567129629629599,50400.0,1.0,1100.0,530.0,0.2,17.0
825,17402400.0,201.41666666667,-8.401343631325e-05,0.00011418773884398999,-3.0174302530738e-05,-2.6445296111106e-07,3.3794961892873e-07,-7.3496657817674e-08,-16.558981794629,35.13355866844,-1.4886926085764,0.55949074074074,50400.0,1.0,1100.0,530.0,0.2,17.0
829,17488800.0,202.41666666667,-8.4281567307725e-05,0.00011456143154358001,-3.0279864235859004e-05,-2.6639736630877e-07,3.4054732580613e-07,-7.4149959497359e-08,-16.558499869817,35.189753075713,-1.4853400500196001,0.56226851851852,50400.0,1.0,1100.0,530.0,0.2,17.0
833,17575200.0,203.41666666667,-8.4548763505435e-05,0.00011493386668319,-3.0385103177758002e-05,-2.6834426248504e-07,3.4314914625927e-07,-7.4804883774231e-08,-16.557977300257,35.24323793453,-1.4825962685962,0.5650462962963001,50400.0,1.0,1100.0,530.0,0.2,17.0
837,17661600.0,204.41666666667,-8.4815434368698e-05,0.00011530560707348001,-3.0490172704784997e-05,-2.7029736446855004e-07,3.4576019513449e-07,-7.5462830665947e-08,-16.557564841961,35.298384518772004,-1.4794616445291,0.56782407407407,50400.0,1.0,1100.0,530.0,0.2,17.0
841,17748000.0,205.41666666667,-8.5081569248624e-05,0.00011567664123896001,-3.0595071990331e-05,-2.7225658173351e-07,3.4838034835683e-07,-7.6123766623323e-08,-16.557033944472998,35.352332055435,-1.476531672181,0.57060185185185,50400.0,1.0,1100.0,530.0,0.2,17.0
845,17834400.0,206.41666666667,-8.5347164655598e-05,0.00011604696351763,-3.0699798862032e-05,-2.7422178951484e-07,3.5100944065368e-07,-7.6787651138838e-08,-16.556602127212,35.407891303021,-1.4732557967631,0.57337962962963,50400.0,1.0,1100.0,530.0,0.2,17.0
849,17920800.0,207.41666666667,-8.561223223399e-05,0.00011641658880531999,-3.0804356571331e-05,-2.761930886892e-07,3.5364760782526e-07,-7.7454519136055e-08,-16.556106051281,35.462302911682,-1.4702373617101,0.5761574074074101,50400.0,1.0,1100.0,530.0,0.2,17.0
853,18007200.0,208.41666666667,-8.5876772424827e-05,0.00011678551754148001,-3.0908745116652e-05,-2.7817041250854e-07,3.5629476384156e-07,-7.8124351333024e-08,-16.555698263559,35.516674455617,-1.4671807059941,0.5789351851851899,50400.0,1.0,1100.0,530.0,0.2,17.0
857,18093600.0,209.41666666667,-8.6140771916653e-05,0.00011715373475419,-3.1012962837537e-05,-2.801536720309e-07,3.5895078711814e-07,-7.8797115087239e-08,-16.555247879111,35.568825243511,-1.4646288820463003,0.5817129629629599,50400.0,1.0,1100.0,530.0,0.2,17.0
861,18180000.0,210.41666666667,-8.6404266415967e-05,0.00011752128430988999,-3.1117017893924e-05,-2.8214310772202e-07,3.6161601120049e-07,-7.9472903478471e-08,-16.554751949518,35.6224983977,-1.4616907208418,0.58449074074074,50400.0,1.0,1100.0,530.0,0.2,17.0
865,18266400.0,211.41666666667,-8.6667247686727e-05,0.0001178881560947,-3.1220908407971996e-05,-2.8413862459354e-07,3.64290305484e-07,-8.015168089046299e-08,-16.554356468446,35.675553349485,-1.4589468260806,0.58726851851852,50400.0,1.0,1100.0,530.0,0.2,17.0
869,18352800.0,212.41666666667,-8.692970408875699e-05,0.00011825433494577,-3.1324630857016e-05,-2.8614008569840004e-07,3.6697348306138e-07,-8.0833397362979e-08,-16.553938526908,35.724337004153,-1.4570948775553,0.5900462962963001,50400.0,1.0,1100.0,530.0,0.2,17.0
873,18439200.0,213.41666666667,-8.7191701935051e-05,0.00011861990775598,-3.1428205820928997e-05,-2.8814803794325e-07,3.6966630615116e-07,-8.1518268207907e-08,-16.553480553070003,35.784593163446004,-1.452974919828,0.5928240740740699,50400.0,1.0,1100.0,530.0,0.2,17.0
877,18525600.0,214.41666666667,-8.7453116746204e-05,0.00011898471270072,-3.1531595954521e-05,-2.9016127469659996e-07,3.7236710815546997e-07,-8.220583345886401e-08,-16.553077027197002,35.834437005036996,-1.4508725776271998,0.59560185185185,50400.0,1.0,1100.0,530.0,0.2,17.0
881,18612000.0,215.41666666667,-8.7714017817957e-05,0.00011934883910228,-3.1634821284319e-05,-2.9218045872237e-07,3.7507680182998e-07,-8.2896343107612e-08,-16.552570118201,35.888239831354,-1.4478439126567,0.59837962962963,50400.0,1.0,1100.0,530.0,0.2,17.0
885,18698400.0,216.41666666667,-8.79743978519e-05,0.0001197122788094,-3.1737880957503e-05,-2.9420553932743e-07,3.7779531504720997e-07,-8.3589775719779e-08,-16.552179809993,35.938560040945,-1.4456036197242998,0.6011574074074101,50400.0,1.0,1100.0,530.0,0.2,17.0
889,18784800.0,217.41666666667,-8.8234280724439e-05,0.00012007506415443001,-3.1840783429988004e-05,-2.9623633560632e-07,3.8052245856805e-07,-8.4286122961733e-08,-16.551746281015,35.990363366078,-1.4430084934358,0.60393518518519,50400.0,1.0,1100.0,530.0,0.2,17.0
893,18871200.0,218.41666666667,-8.8493648379071e-05,0.00012043717029118999,-3.1943521912121996e-05,-2.982732138086e-07,3.8325864388439e-07,-8.4985430075791e-08,-16.551292629105,36.034329397867,-1.4416992264207,0.60671296296296,50400.0,1.0,1100.0,530.0,0.2,17.0
897,18957600.0,219.41666666667,-8.8752590998665e-05,0.00012079870863158,-3.2046117632915e-05,-3.0031662271820004e-07,3.8600454624334003e-07,-8.5687923525138e-08,-16.550843643794998,36.085431071297,-1.4391982021638998,0.6094907407407401,50400.0,1.0,1100.0,530.0,0.2,17.0
901,19044000.0,220.41666666667004,-8.901104621798299e-05,0.00012115960261853001,-3.2148556400545e-05,-3.0236597833379e-07,3.8875935674302e-07,-8.6393378409233e-08,-16.550414600943,36.13720485982,-1.4365076716657001,0.61226851851852,50400.0,1.0,1100.0,530.0,0.2,17.0
905,19130400.0,221.41666666667004,-8.926901335911701e-05,0.00012151985053781001,-3.2250837178690004e-05,-3.0442126470902e-07,3.9152305452062003e-07,-8.710178981160199e-08,-16.549999162542,36.187805259436004,-1.434112719402,0.6150462962963,50400.0,1.0,1100.0,530.0,0.2,17.0
909,19216800.0,222.41666666667004,-8.9526499963162e-05,0.00012187946360156,-3.23529636384e-05,-3.0648247947588e-07,3.9429564201967e-07,-8.781316254378999e-08,-16.549573107253998,36.239548895491,-1.431365003811,0.6178240740740699,50400.0,1.0,1100.0,530.0,0.2,17.0
913,19303200.0,223.41666666667004,-8.978350419635401e-05,0.00012223843888581998,-3.2454934689468e-05,-3.0854961517007e-07,3.9707710630774003e-07,-8.8527491137676e-08,-16.549159466691002,36.289165884632,-1.4291374475239,0.62060185185185,50400.0,1.0,1100.0,530.0,0.2,17.0
917,19389600.0,224.41666666667004,-9.0040030235833e-05,0.00012259678003823002,-3.2556749802392997e-05,-3.1062264599937e-07,3.998674150685e-07,-8.9244769069133e-08,-16.548733183611,36.340857859138,-1.4264516985707,0.62337962962963,50400.0,1.0,1100.0,530.0,0.2,17.0
921,19476000.0,225.41666666667004,-9.029609104129301e-05,0.00012295450705212,-3.2658416010829997e-05,-3.1270166555976e-07,4.0266669922716e-07,-8.9965033667402e-08,-16.548275291078998,36.393070172738,-1.4235419668912,0.6261574074074101,50400.0,1.0,1100.0,530.0,0.2,17.0
925,19562400.0,226.41666666667004,-9.055168039344301e-05,0.00012331160971684,-3.27599293234e-05,-3.1478656022757e-07,4.0547480626610997e-07,-9.0688246038544e-08,-16.547871494469,36.444248791348,-1.4209428930881,0.6289351851851899,50400.0,1.0,1100.0,530.0,0.2,17.0
929,19648800.0,227.41666666667004,-9.080679911164201e-05,0.00012366808860408,-3.2861289492436997e-05,-3.1687732847964e-07,4.0829173109389e-07,-9.1414402614246e-08,-16.547435485,36.493751994191996,-1.4186419981083,0.63171296296296,50400.0,1.0,1100.0,530.0,0.2,17.0
933,19735200.0,228.41666666667004,-9.1061450547681e-05,0.00012402395514736998,-3.2962504599684005e-05,-3.1897394692618e-07,4.1111747961606004e-07,-9.214353268987401e-08,-16.547053400711,36.543352261226,-1.4162920891428,0.63449074074074,50400.0,1.0,1100.0,530.0,0.2,17.0
937,19821600.0,229.41666666667004,-9.131563478835601e-05,0.00012437920373583,-3.306356894747e-05,-3.2107643179538997e-07,4.1395204294364e-07,-9.287561114824999e-08,-16.546592795348,36.592168779829,-1.4141549031713998,0.63726851851852,50400.0,1.0,1100.0,530.0,0.2,17.0
941,19908000.0,230.41666666667004,-9.1569367354741e-05,0.00012473384493733,-3.3164477582589005e-05,-3.2318475517598e-07,4.1679536263342e-07,-9.361060745744301e-08,-16.546174933594,36.644126309788,-1.4112710467351002,0.6400462962963,50400.0,1.0,1100.0,530.0,0.2,17.0
945,19994400.0,231.41666666667004,-9.182264579265999e-05,0.00012508789272637,-3.3265246933714e-05,-3.2529908063465e-07,4.1964770719619e-07,-9.434862656153999e-08,-16.5457699934,36.694292441907,-1.4087969291766997,0.6428240740740699,50400.0,1.0,1100.0,530.0,0.2,17.0
949,20080800.0,232.41666666667004,-9.2075473293249e-05,0.00012544134100458,-3.3365867711328005e-05,-3.2741926641889e-07,4.2250886112793997e-07,-9.5089594709049e-08,-16.545332914205,36.743259454856,-1.4065132754853,0.64560185185185,50400.0,1.0,1100.0,530.0,0.2,17.0
953,20167200.0,233.41666666667004,-9.232784982413801e-05,0.00012579419134956,-3.3466341525417e-05,-3.2954531540323e-07,4.2537883551064e-07,-9.583352010740802e-08,-16.544882394527,36.792120385988,-1.4042955396177,0.64837962962963,50400.0,1.0,1100.0,530.0,0.2,17.0
957,20253600.0,234.41666666667004,-9.2579781149869e-05,0.00012614645089401,-3.3566669744136e-05,-3.3167723829099e-07,4.2825764575658e-07,-9.658040746559199e-08,-16.544537215068,36.841699103859,-1.4018953833096999,0.65115740740741,50400.0,1.0,1100.0,530.0,0.2,17.0
961,20340000.0,235.41666666667004,-9.2831271407384e-05,0.00012649812728216,-3.3666855874774e-05,-3.3381510033715e-07,4.3114538115507e-07,-9.7330280817915e-08,-16.544113966267,36.890973522619,-1.3995117253432,0.6539351851851899,50400.0,1.0,1100.0,530.0,0.2,17.0
965,20426400.0,236.41666666667004,-9.3082308548261e-05,0.0001268492050965,-3.3766896548235e-05,-3.3595869543102e-07,4.340417671016e-07,-9.8083071670579e-08,-16.543706165622,36.941547803254,-1.3968610210514,0.6567129629629599,50400.0,1.0,1100.0,530.0,0.2,17.0
969,20512800.0,237.41666666667004,-9.3332917996486e-05,0.00012719971306498001,-3.3866795068490995e-05,-3.3810826242563e-07,4.3694711984492996e-07,-9.8838857419299e-08,-16.543264321057,36.989832727334,-1.3946742174313997,0.65949074074074,50400.0,1.0,1100.0,530.0,0.2,17.0
973,20599200.0,238.41666666667004,-9.3583091422561e-05,0.00012754964410429,-3.3966552681732e-05,-3.4026369789953e-07,4.3986131180720997e-07,-9.959761390767801e-08,-16.542834486709,37.039148316377,-1.3922546325978002,0.66226851851852,50400.0,1.0,1100.0,530.0,0.2,17.0
977,20685600.0,239.41666666667004,-9.3832840258614e-05,0.00012789901097092,-3.4066170712308e-05,-3.4242742871490996e-07,4.4278942184004003e-07,-1.0036199312512e-07,-16.542458602848,37.087526206068,-1.3900320768216001,0.6650462962963001,50400.0,1.0,1100.0,530.0,0.2,17.0
981,20772000.0,240.41666666667004,-9.4082159120475e-05,0.00012824780620941,-3.4165647088934996e-05,-3.4459695198940003e-07,4.4572627907525995e-07,-1.0112932708587e-07,-16.542032715373,37.138061686941,-1.3873086131788,0.66782407407407,50400.0,1.0,1100.0,530.0,0.2,17.0
985,20858400.0,241.41666666667004,-9.4331060912648e-05,0.0001285960434543,-3.4264982541647e-05,-3.4677242561548e-07,4.4867208886413e-07,-1.0189966324864e-07,-16.541620728815,37.1859167973,-1.3851750912425,0.67060185185185,50400.0,1.0,1100.0,530.0,0.2,17.0
989,20944800.0,242.41666666667004,-9.4579547814547e-05,0.00012894372834466002,-3.4364180530118e-05,-3.4895376206537e-07,4.5162674670531997e-07,-1.0267298463994e-07,-16.541231830183,37.235543226936,-1.3826026507161,0.67337962962963,50400.0,1.0,1100.0,530.0,0.2,17.0
993,21031200.0,243.41666666667004,-9.4827614973154e-05,0.00012929085842073999,-3.4463243447585996e-05,-3.5114102968759e-07,4.5459034083966997e-07,-1.0344931115207999e-07,-16.540853732123,37.282879946403,-1.3805481772975001,0.67615740740741,50400.0,1.0,1100.0,530.0,0.2,17.0
997,21117600.0,244.41666666667004,-9.5075262441092e-05,0.00012963743006666999,-3.4562167625574e-05,-3.5333407121886e-07,4.5756266576408005e-07,-1.0422859454523e-07,-16.540400950013,37.330797304881,-1.3783570658578999,0.67893518518519,50400.0,1.0,1100.0,530.0,0.2,17.0
1001,21204000.0,245.41666666667004,-9.5322494901974e-05,0.00012998344865452,-3.4660953752543e-05,-3.5553533617116e-07,4.6054882046912e-07,-1.0501348429796e-07,-16.539985168881,37.378249464307,-1.3762733162304,0.68171296296296,50400.0,1.0,1100.0,530.0,0.2,17.0
1005,21290400.0,246.41666666667004,-9.556931699899e-05,0.00013032892003707,-3.4759603038083e-05,-3.5774247720577e-07,4.6354384699027004e-07,-1.0580136978450001e-07,-16.539612023110003,37.427531279376,-1.3737149374486002,0.68449074074074,50400.0,1.0,1100.0,530.0,0.2,17.0
1009,21376800.0,247.41666666667004,-9.5815745573708e-05,0.00013067386687916002,-3.4858121305453005e-05,-3.5995560119873e-07,4.6654790096042e-07,-1.0659229976169e-07,-16.539253272075,37.475769253626,-1.3714644155770002,0.68726851851852,50400.0,1.0,1100.0,530.0,0.2,17.0
1013,21463200.0,248.41666666667004,-9.606177323666999e-05,0.00013101827947697,-3.4956506240297e-05,-3.6217461636981e-07,4.6956085457805e-07,-1.0738623820823e-07,-16.538928634033,37.523638867469,-1.3692195903068998,0.6900462962963,50400.0,1.0,1100.0,530.0,0.2,17.0
1017,21549600.0,249.41666666667004,-9.6307397369157e-05,0.00013136215245693,-3.5054755087776004e-05,-3.6439938300957e-07,4.7258252195172e-07,-1.0818313894216001e-07,-16.538429521323,37.571169800385,-1.3670344339639,0.69282407407407,50400.0,1.0,1100.0,530.0,0.2,17.0
1021,21636000.0,250.41666666667004,-9.655262292365e-05,0.00013170549576428,-3.5152872840632e-05,-3.6663003728904e-07,4.7561309209356003e-07,-1.0898305480452001e-07,-16.538007257815,37.618565578267,-1.3648978982271,0.69560185185185,50400.0,1.0,1100.0,530.0,0.2,17.0
1025,21722400.0,251.41666666667004,-9.6797470147712e-05,0.00013204833816926002,-3.5250868021549e-05,-3.6886678819756e-07,4.7865286247171e-07,-1.0978607427414e-07,-16.537615984633998,37.665792775237,-1.3627059056838,0.69837962962963,50400.0,1.0,1100.0,530.0,0.2,17.0
1029,21808800.0,252.41666666667004,-9.7041907801473e-05,0.00013239063191911,-3.5348724117634995e-05,-3.7110915395739e-07,4.817011543482601e-07,-1.1059200039087e-07,-16.537208496744,37.714102468407,-1.3603546810701002,0.70115740740741,50400.0,1.0,1100.0,530.0,0.2,17.0
1033,21895200.0,253.41666666667004,-9.7285977426103e-05,0.00013273242632185,-3.5446448895744e-05,-3.7335733041117e-07,4.847582642451101e-07,-1.1140093383394e-07,-16.536770213177,37.761879404118,-1.3580782701623002,0.7039351851851899,50400.0,1.0,1100.0,530.0,0.2,17.0
1037,21981600.0,254.41666666667004,-9.752966369615e-05,0.00013307371638258999,-3.5544052686440995e-05,-3.7561148258414e-07,4.8782442355814e-07,-1.12212940974e-07,-16.536423427159,37.808656002466,-1.3559042655085,0.70671296296296,50400.0,1.0,1100.0,530.0,0.2,17.0
1041,22068000.0,255.41666666667004,-9.777296937786601e-05,0.00013341449606574,-3.5641526687875e-05,-3.7787151409596e-07,4.908994729872099e-07,-1.1302795889124e-07,-16.536008391985,37.855483979051,-1.3537851277682,0.70949074074074,50400.0,1.0,1100.0,530.0,0.2,17.0
1045,22154400.0,256.41666666667004,-9.801588706961601e-05,0.00013375476368401,-3.5738876614393e-05,-3.8013768397366e-07,4.9398375800485e-07,-1.1384607403118999e-07,-16.535678452935,37.902972079775,-1.3515752177962,0.71226851851852,50400.0,1.0,1100.0,530.0,0.2,17.0
1049,22240800.0,257.41666666667004,-9.825844080722901e-05,0.00013409454096006,-3.5836100152835996e-05,-3.8240960631373e-07,4.970767902784999e-07,-1.1466718396476e-07,-16.535252035574,37.951370814450996,-1.348991869396,0.7150462962963,50400.0,1.0,1100.0,530.0,0.2,17.0
1053,22327200.0,258.41666666667004,-9.8500606490513e-05,0.00013443380004181,-3.5933193551299e-05,-3.8468722732057e-07,5.0017848506749e-07,-1.1549125774691998e-07,-16.534789458289,37.998291545519,-1.346834477687,0.71782407407407,50400.0,1.0,1100.0,530.0,0.2,17.0
1057,22413600.0,259.41666666667004,-9.8742400890989e-05,0.00013477256402614,-3.6030163135153e-05,-3.8697071940614e-07,5.032890840281399e-07,-1.16318364622e-07,-16.534388436577,38.044971052689,-1.3447062089977,0.72060185185185,50400.0,1.0,1100.0,530.0,0.2,17.0
1061,22500000.0,260.41666666667004,-9.8983839339097e-05,0.00013511085101028,-3.6127011671184996e-05,-3.8926021700046e-07,5.0640876095722e-07,-1.1714854395676e-07,-16.534115516991,38.092912925007,-1.3422522603957001,0.72337962962963,50400.0,1.0,1100.0,530.0,0.2,17.0
1065,22586400.0,261.41666666667004,-9.922489758795699e-05,0.00013544863090039,-3.6223733312437e-05,-3.9155544052315997e-07,5.0953713963357e-07,-1.1798169911041999e-07,-16.533734996486,38.140232772307,-1.3398908557006999,0.72615740740741,50400.0,1.0,1100.0,530.0,0.2,17.0
1069,22672800.0,262.41666666667004,-9.946559609318101e-05,0.00013578593132,-3.6320335226821004e-05,-3.9385666497971e-07,5.126745966758799e-07,-1.1881793169617e-07,-16.533367713272,38.186893343411,-1.3374620868798999,0.72893518518519,50400.0,1.0,1100.0,530.0,0.2,17.0
1073,22759200.0,263.41666666667004,-9.9705827745923e-05,0.00013612262863011999,-3.6416800884194e-05,-3.9616298802052997e-07,5.1581987154428e-07,-1.1965688352374e-07,-16.533079698688,38.233374417840004,-1.3353132354844,0.73171296296296,50400.0,1.0,1100.0,530.0,0.2,17.0
1077,22845600.0,264.41666666667004,-9.994578511238901e-05,0.00013645893382852,-3.6513148716127e-05,-3.9847568083104e-07,5.1897474900316e-07,-1.2049906817212e-07,-16.532547482086,38.281237671949,-1.3328552352311003,0.7344907407407401,50400.0,1.0,1100.0,530.0,0.2,17.0
1081,22932000.0,265.41666666667004,-0.00010018541924935,0.00013679480807199,-3.6609388822638e-05,-4.0079479750243e-07,5.2213929203419e-07,-1.2134449453175002e-07,-16.532121867565998,38.329082909848,-1.3302065133573,0.73726851851852,50400.0,1.0,1100.0,530.0,0.2,17.0
1085,23018400.0,266.41666666667004,-0.00010042467740358,0.00013713018671536,-3.6705509311782e-05,-4.0312008086233e-07,5.2531310560963e-07,-1.2219302474729e-07,-16.531828915776,38.376824230673,-1.3277965343801998,0.7400462962963,50400.0,1.0,1100.0,530.0,0.2,17.0
1089,23104800.0,267.41666666667004,-0.000100663602602,0.00013746510355971001,-3.6801500957709e-05,-4.0545095018783e-07,5.284954414663299e-07,-1.2304449127850002e-07,-16.531350731148,38.425122231962,-1.3250446015822,0.74282407407407,50400.0,1.0,1100.0,530.0,0.2,17.0
1093,23191200.0,268.41666666667004,-0.00010090217438185,0.0001377995556886,-3.6897381306758e-05,-4.0778789953281996e-07,5.316869715553701e-07,-1.2389907202256e-07,-16.53109783252,38.471741931094996,-1.3228606230562,0.74560185185185,50400.0,1.0,1100.0,530.0,0.2,17.0
1097,23277600.0,269.41666666667004,-0.00010114037952524001,0.00013813350953304,-3.6993130007804e-05,-4.1013041862822e-07,5.3488698330584e-07,-1.2475656467762e-07,-16.530715607363,38.517365605401004,-1.3208145536306999,0.74837962962963,50400.0,1.0,1100.0,530.0,0.2,17.0
1101,23364000.0,270.41666666667004,-0.00010137823938929,0.00013846700131518998,-3.7088761925899e-05,-4.1247884565594003e-07,5.3809595506185e-07,-1.2561710940591e-07,-16.530337777907,38.56309616722,-1.3187297381238998,0.75115740740741,50400.0,1.0,1100.0,530.0,0.2,17.0
1105,23450400.0,271.41666666667004,-0.00010161575278342,0.00013880002674843998,-3.7184273965021996e-05,-4.1483314903083e-07,5.4131384438715e-07,-1.2648069535631e-07,-16.529869915360997,38.611718232696,-1.3159150225253,0.75393518518519,50400.0,1.0,1100.0,530.0,0.2,17.0
1109,23536800.0,272.41666666667004,-0.00010185294949382,0.00013913262408099,-3.7279674587175e-05,-4.1719353553913e-07,5.4454094576146e-07,-1.2734741022232e-07,-16.529444525069,38.658153961935,-1.3135352803087,0.75671296296296,50400.0,1.0,1100.0,530.0,0.2,17.0
1113,23623200.0,273.41666666667004,-0.0001020897973812,0.00013946475336981,-3.7374955988613e-05,-4.1955964760523e-07,5.4777675983369e-07,-1.2821711222846e-07,-16.529075380703002,38.707874553576005,-1.3105987644143,0.75949074074074,50400.0,1.0,1100.0,530.0,0.2,17.0
1117,23709600.0,274.41666666667004,-0.00010232633543965,0.00013979646647351002,-3.7470131033857e-05,-4.2193207489346e-07,5.5102210758301e-07,-1.2909003268955e-07,-16.528680090536998,38.755124627532,-1.3081404253467,0.76226851851852,50400.0,1.0,1100.0,530.0,0.2,17.0
1121,23796000.0,275.41666666667004,-0.00010256255576013,0.00014012774916794,-3.756519340781e-05,-4.2431057021053e-07,5.5427664828291e-07,-1.2996607807238e-07,-16.528157606243997,38.802858526268004,-1.305409113237,0.7650462962962999,50400.0,1.0,1100.0,530.0,0.2,17.0
1125,23882400.0,276.41666666667004,-0.00010279846365452,0.00014045860994385,-3.7660146289323e-05,-4.2669517825937e-07,5.575404447801799e-07,-1.3084526652082e-07,-16.527752856636,38.849000878719,-1.3031004932554,0.76782407407407,50400.0,1.0,1100.0,530.0,0.2,17.0
1129,23968800.0,277.41666666667004,-0.0001030340616422,0.00014078905045468,-3.7754988812482e-05,-4.2908586776824e-07,5.6081345574744e-07,-1.3172758797919e-07,-16.527482180116,38.896164697672,-1.3006836545418001,0.77060185185185,50400.0,1.0,1100.0,530.0,0.2,17.0
1133,24055200.0,278.41666666667004,-0.00010326930505611999,0.00014111902354418,-3.7849718488061e-05,-4.3148242865445e-07,5.6409538277539e-07,-1.3261295412093e-07,-16.527303448077,38.945283647382,-1.297647710517,0.77337962962963,50400.0,1.0,1100.0,530.0,0.2,17.0
1137,24141600.0,279.41666666667004,-0.00010350423122459,0.00014144856293991,-3.7944331715325e-05,-4.3388472714567004e-07,5.6738605534813e-07,-1.3350132820246e-07,-16.52679272845,38.992158804126,-1.2951831382128,0.77615740740741,50400.0,1.0,1100.0,530.0,0.2,17.0
