,time,days,metal_creep_strain_rr,metal_creep_strain_tt,metal_creep_strain_zz,oxide_creep_strain_rr,oxide_creep_strain_tt,oxide_creep_strain_zz,oxide_stress_rr,oxide_stress_tt,oxide_stress_zz,years,dt,state,T_gas,T_steam,p_gas,p_steam
204,4406400,51.0,-6.9395736896378e-05,8.2985877561849e-05,-1.3590140665471e-05,-4.1941713252204e-08,4.9190377476799e-08,-7.248664224595e-09,-16.649472279695,24.776706653256,-1.5693725639547,0.14166666666667,50400.0,1,1100.0,530.0,0.2,17.0
208,4492800,52.0,-7.0385740526548e-05,8.4142943574159e-05,-1.375720304761e-05,-4.2961652276874e-08,5.0422206935149e-08,-7.4605546582754e-09,-16.648514633685,24.888515608768,-1.5572304425413,0.14444444444444,50400.0,1,1100.0,530.0,0.2,17.0
212,4579200,53.0,-7.1369026278763e-05,8.5291713834326e-05,-1.3922687555563e-05,-4.3989635628453e-08,5.1664963165471e-08,-7.6753275370181e-09,-16.645942677398,25.009062854273,-1.5411483815327,0.14722222222222,50400.0,1,1100.0,530.0,0.2,17.0
216,4665600,54.0,-7.2345618842573e-05,8.6432236903623e-05,-1.4086618061051e-05,-4.5025623512345e-08,5.2918609380789e-08,-7.8929858684439e-09,-16.646698403078,25.112219738626,-1.5328593629568,0.15,50400.0,1,1100.0,530.0,0.2,17.0
220,4752000,55.0,-7.3315787977644e-05,8.7564847744534e-05,-1.424905976689e-05,-4.6069676401321e-08,5.4183231598915e-08,-8.1135551975939e-09,-16.645773516045,25.223795503076,-1.5207222559769,0.15277777777778,50400.0,1,1100.0,530.0,0.2,17.0
224,4838400,56.0,-7.4279705839518e-05,8.8689765971104e-05,-1.4410060131586e-05,-4.712181897266e-08,5.5458872097511e-08,-8.337053124851e-09,-16.64480701088,25.334583198503,-1.5088054604427,0.15555555555556,50400.0,1,1100.0,530.0,0.2,17.0
228,4924800,57.0,-7.523755154435e-05,8.9807218392214e-05,-1.4569666847864e-05,-4.8182082045403e-08,5.6745580591713e-08,-8.5634985463094e-09,-16.643909887963,25.44573772908,-1.4967727606488,0.15833333333333,50400.0,1,1100.0,530.0,0.2,17.0
232,5011200,58.0,-7.6189487246686e-05,9.0917411656218e-05,-1.4727924409532e-05,-4.9250492419958e-08,5.804340197615e-08,-8.7929095561921e-09,-16.64297058012,25.556479506272,-1.4848249590565,0.16111111111111,50400.0,1,1100.0,530.0,0.2,17.0
236,5097600,59.0,-7.7135672439363e-05,9.2020547560687e-05,-1.4884875121324e-05,-5.0327077757264e-08,5.9352382270664e-08,-9.0253045134e-09,-16.642039059329,25.666934569168,-1.4729731432216,0.16388888888889,50400.0,1,1100.0,530.0,0.2,17.0
240,5184000,60.0,-7.8076261296735e-05,9.3116821767233e-05,-1.5040560470498e-05,-5.1411866869567e-08,6.0672568853879e-08,-9.2607019843123e-09,-16.641095781748,25.777271924189,-1.4611150193502,0.16666666666667,50400.0,1,1100.0,530.0,0.2,17.0
244,5270400,61.0,-7.901148269111e-05,9.4206516497872e-05,-1.5195033806762e-05,-5.2504923602297e-08,6.2004052350229e-08,-9.4991287479323e-09,-16.638462839364,25.896066916269,-1.4454055017286,0.16944444444444,50400.0,1,1100.0,530.0,0.2,17.0
248,5356800,62.0,-7.9941318822642e-05,9.5289625135204e-05,-1.5348306312562e-05,-5.3606207734972e-08,6.3346795235684e-08,-9.7405875007118e-09,-16.639270304282,25.997490860543,-1.4375413751522,0.17222222222222,50400.0,1,1100.0,530.0,0.2,17.0
252,5443200,63.0,-8.0865985366102e-05,9.6366412606513e-05,-1.5500427240411e-05,-5.4715780916116e-08,6.4700885444827e-08,-9.9851045287113e-09,-16.638244873866,26.107200131334,-1.4257864698389,0.175,50400.0,1,1100.0,530.0,0.2,17.0
256,5529600,64.0,-8.178561679994e-05,9.7437049220324e-05,-1.5651432420383e-05,-5.5833673081524e-08,6.6066371876652e-08,-1.0232698795128e-08,-16.637337544461,26.216706668242,-1.4141443545122,0.17777777777778,50400.0,1,1100.0,530.0,0.2,17.0
260,5616000,65.0,-8.2700341623975e-05,9.8501697394257e-05,-1.5801355770282e-05,-5.6959913597858e-08,6.7443302813181e-08,-1.0483389215323e-08,-16.636401043487,26.326081279715,-1.4025176328783,0.18055555555556,50400.0,1,1100.0,530.0,0.2,17.0
264,5702400,66.0,-8.3610289779526e-05,9.956052067925e-05,-1.5950230899724e-05,-5.8094534755558e-08,6.8831730069309e-08,-1.073719531375e-08,-16.635511994931,26.43577233362,-1.3907769452686,0.18333333333333,50400.0,1,1100.0,530.0,0.2,17.0
268,5788800,67.0,-8.4515575569893e-05,0.0001006136644393,-1.6098088869453e-05,-5.9237563956008e-08,7.0231699641074e-08,-1.0994135685066e-08,-16.634650098932,26.544811678066,-1.3792832358384,0.18611111111111,50400.0,1,1100.0,530.0,0.2,17.0
272,5875200,68.0,-8.5416313717299e-05,0.0001016612727286,-1.6244959011296e-05,-6.038902995571e-08,7.1643259098454e-08,-1.1254229142744e-08,-16.633689191902,26.653600170742,-1.3677800432317,0.18888888888889,50400.0,1,1100.0,530.0,0.2,17.0
276,5961600,69.0,-8.6312615728388e-05,0.0001027034866686,-1.6390870940261e-05,-6.1548962827669e-08,7.306645770893e-08,-1.1517494881261e-08,-16.632751426833,26.762195444896,-1.3563448286075,0.19166666666667,50400.0,1,1100.0,530.0,0.2,17.0
280,6048000,70.0,-8.7204595234948e-05,0.0001037404488931,-1.6535853658246e-05,-6.2717395335967e-08,7.4501348011395e-08,-1.1783952675428e-08,-16.631905061854,26.871030542933,-1.3448567692228,0.19444444444444,50400.0,1,1100.0,530.0,0.2,17.0
284,6134400,71.0,-8.8092353902748e-05,0.0001047722878457,-1.6679933942967e-05,-6.3894356378833e-08,7.5947977932425e-08,-1.2053621553592e-08,-16.631025841092,26.979465517805,-1.3334831764295,0.19722222222222,50400.0,1,1100.0,530.0,0.2,17.0
288,6220800,72.0,-8.8975991771875e-05,0.0001057991296199,-1.6823137848113e-05,-6.5079875946053e-08,7.7406396680534e-08,-1.2326520734481e-08,-16.630106865217,27.087695007375,-1.3221250103714,0.2,50400.0,1,1100.0,530.0,0.2,17.0
292,6307200,73.0,-8.9855605768631e-05,0.0001068210963178,-1.6965490549208e-05,-6.6273984082936e-08,7.887665359659e-08,-1.2602669513654e-08,-16.629141207008,27.195709978643,-1.310793538282,0.20277777777778,50400.0,1,1100.0,530.0,0.2,17.0
296,6393600,74.0,-9.0731293779927e-05,0.00010783831071,-1.7107016930142e-05,-6.7476713021095e-08,8.0358800709519e-08,-1.2882087688424e-08,-16.628262392707,27.303754455316,-1.2994834276492,0.20555555555556,50400.0,1,1100.0,530.0,0.2,17.0
300,6480000,75.0,-9.1603149196626e-05,0.0001088508900482,-1.7247740851633e-05,-6.8688094443999e-08,8.1852889428517e-08,-1.3164794984518e-08,-16.627371971409,27.411793476529,-1.2881493308333,0.20833333333333,50400.0,1,1100.0,530.0,0.2,17.0
304,6566400,76.0,-9.2471258927019e-05,0.0001098589437721,-1.738768484511e-05,-6.9908158444044e-08,8.3358969270979e-08,-1.3450810826935e-08,-16.626476919616,27.519512317935,-1.2769131093749,0.21111111111111,50400.0,1,1100.0,530.0,0.2,17.0
308,6652800,77.0,-9.3335708809056e-05,0.0001108625796271,-1.7526870818098e-05,-7.1136935981959e-08,8.4877090754728e-08,-1.3740154772769e-08,-16.625572883849,27.627051936883,-1.2656957590739,0.21388888888889,50400.0,1,1100.0,530.0,0.2,17.0
312,6739200,78.0,-9.4196578829279e-05,0.0001118618985092,-1.7665319679997e-05,-7.2374456610339e-08,8.6407302876137e-08,-1.4032846265798e-08,-16.624604111762,27.734193084948,-1.2545926880146,0.21666666666667,50400.0,1,1100.0,530.0,0.2,17.0
316,6825600,79.0,-9.5053957070273e-05,0.0001128570101267,-1.7803053056461e-05,-7.3620755325865e-08,8.7949661180875e-08,-1.432890585501e-08,-16.623784758188,27.841675841328,-1.2434338780435,0.21944444444444,50400.0,1,1100.0,530.0,0.2,17.0
320,6912000,80.0,-9.5907989926078e-05,0.0001138480920676,-1.794010214152e-05,-7.4875898690368e-08,8.9504260709368e-08,-1.4628362019e-08,-16.621186158913,27.957081192623,-1.2285440093412,0.22222222222222,50400.0,1,1100.0,530.0,0.2,17.0
324,6998400,81.0,-9.6758607874242e-05,0.0001148350699702,-1.8076462096036e-05,-7.6139844392282e-08,9.1071060943153e-08,-1.4931216550872e-08,-16.621891256721,28.055625837989,-1.2212507005992,0.225,50400.0,1,1100.0,530.0,0.2,17.0
328,7084800,82.0,-9.760595938382e-05,0.000115818123385,-1.8212164001223e-05,-7.7412661866589e-08,9.2650160456565e-08,-1.5237498589976e-08,-16.62100391756,28.162525142361,-1.2102012555014,0.22777777777778,50400.0,1,1100.0,530.0,0.2,17.0
332,7171200,83.0,-9.8450118325166e-05,0.0001167973445366,-1.8347226211486e-05,-7.8694384138734e-08,9.4241612565944e-08,-1.554722842721e-08,-16.620164787703,28.269396566518,-1.1991769489637,0.23055555555556,50400.0,1,1100.0,530.0,0.2,17.0
336,7257600,84.0,-9.9291149626763e-05,0.0001177728151408,-1.8481665514048e-05,-7.9985040890967e-08,9.5845466456384e-08,-1.5860425565417e-08,-16.619168050293,28.375863985337,-1.1881628948195,0.23333333333333,50400.0,1,1100.0,530.0,0.2,17.0
340,7344000,85.0,-0.0001001291288882,0.0001187446289319,-1.8615500043681e-05,-8.1284668610624e-08,9.7461779784721e-08,-1.6177111174097e-08,-16.618338181795,28.482797249546,-1.1770900467005,0.23611111111111,50400.0,1,1100.0,530.0,0.2,17.0
344,7430400,86.0,-0.000100964185481,0.0001197129422783,-1.8748756797322e-05,-8.2593333833358e-08,9.9090647940568e-08,-1.649731410721e-08,-16.615808790765,28.597266965495,-1.162487128843,0.23888888888889,50400.0,1,1100.0,530.0,0.2,17.0
348,7516800,87.0,-0.0001017963137971,0.0001206777539121,-1.8881440115005e-05,-8.3911032992911e-08,1.0073207865369e-07,-1.6821045660774e-08,-16.614911098049,28.703528473959,-1.1515751427731,0.24166666666667,50400.0,1,1100.0,530.0,0.2,17.0
352,7603200,88.0,-0.0001026255004367,0.0001216390540428,-1.9013553606101e-05,-8.5237758129768e-08,1.0238607412518e-07,-1.7148315995408e-08,-16.615602996991,28.801077543504,-1.1445020947195,0.24444444444444,50400.0,1,1100.0,530.0,0.2,17.0
356,7689600,89.0,-0.0001034518872727,0.0001225970118925,-1.914512461979e-05,-8.6573584583934e-08,1.040527406191e-07,-1.7479156035169e-08,-16.614823262959,28.907541002851,-1.133562115544,0.24722222222222,50400.0,1,1100.0,530.0,0.2,17.0
360,7776000,90.0,-0.000104275523737,0.0001235516905039,-1.9276166766861e-05,-8.7918540534657e-08,1.0573212572383e-07,-1.7813585189169e-08,-16.613900510462,29.013186910148,-1.1228094677831,0.25,50400.0,1,1100.0,530.0,0.2,17.0
364,7862400,91.0,-0.0001050964703856,0.0001245031650388,-1.9406694653155e-05,-8.9272661009555e-08,1.0742428544573e-07,-1.8151624436175e-08,-16.613008930266,29.119035692867,-1.1119887592585,0.25277777777778,50400.0,1,1100.0,530.0,0.2,17.0
368,7948800,92.0,-0.0001059147844564,0.0001254515066174,-1.9536722160921e-05,-9.0635980164834e-08,1.0912927474172e-07,-1.8493294576889e-08,-16.612199355455,29.224880960315,-1.1012032132088,0.25555555555556,50400.0,1,1100.0,530.0,0.2,17.0
372,8035200,93.0,-0.0001067305849246,0.0001263968580894,-1.966627316483e-05,-9.200856809614e-08,1.1084719368844e-07,-1.8838625592296e-08,-16.609553334549,29.338708288106,-1.0866184559204,0.25833333333333,50400.0,1,1100.0,530.0,0.2,17.0
376,8121600,94.0,-0.0001075437888064,0.0001273391270739,-1.9795338267495e-05,-9.3390382480081e-08,1.1257800149272e-07,-1.9187619012644e-08,-16.61034528464,29.436062900995,-1.0796021992432,0.26111111111111,50400.0,1,1100.0,530.0,0.2,17.0
380,8208000,95.0,-0.0001083545107459,0.0001282784517506,-1.9923941004715e-05,-9.4781492379069e-08,1.1432179696881e-07,-1.9540304589743e-08,-16.609443743981,29.541208512591,-1.0689562533689,0.26388888888889,50400.0,1,1100.0,530.0,0.2,17.0
384,8294400,96.0,-0.0001091628039538,0.0001292148969666,-2.0052093012837e-05,-9.6181932444617e-08,1.1607863583132e-07,-1.9896703386701e-08,-16.608590749137,29.646382684661,-1.0583201765712,0.26666666666667,50400.0,1,1100.0,530.0,0.2,17.0
388,8380800,97.0,-0.000109968786047,0.0001301486039694,-2.0179817922464e-05,-9.7591777115044e-08,1.1784862380702e-07,-2.0256846691974e-08,-16.60603445344,29.759957870655,-1.0438418956153,0.26944444444444,50400.0,1,1100.0,530.0,0.2,17.0
392,8467200,98.0,-0.0001107724326907,0.0001310795479655,-2.0307115274747e-05,-9.9011019768104e-08,1.196317649048e-07,-2.0620745136697e-08,-16.605146488048,29.864891673649,-1.0332381773728,0.27222222222222,50400.0,1,1100.0,530.0,0.2,17.0
396,8553600,99.0,-0.0001115737883825,0.0001320077848444,-2.0433996461854e-05,-1.0043969408163e-07,1.2142811366369e-07,-2.098841958206e-08,-16.604246582145,29.969749816657,-1.0226317215528,0.275,50400.0,1,1100.0,530.0,0.2,17.0
400,8640000,100.0,-0.0001123728301567,0.0001329332904701,-2.0560460313464e-05,-1.0187779317477e-07,1.2323767368817e-07,-2.13598805134e-08,-16.605017356549,30.066162959479,-1.0158459904629,0.27777777777778,50400.0,1,1100.0,530.0,0.2,17.0
404,8726400,101.0,-0.0001131696730748,0.0001338562025226,-2.0686529447753e-05,-1.0332539285286e-07,1.2506055247136e-07,-2.1735159618493e-08,-16.604182635329,30.171092383575,-1.0052284806004,0.28055555555556,50400.0,1,1100.0,530.0,0.2,17.0
408,8812800,102.0,-0.0001139643575021,0.0001347765712769,-2.0812213774877e-05,-1.0478252607249e-07,1.268968038197e-07,-2.2114277747212e-08,-16.603267640448,30.275783910265,-0.99463362276015,0.28333333333333,50400.0,1,1100.0,530.0,0.2,17.0
412,8899200,103.0,-0.0001147569925403,0.0001356945267073,-2.0937534166996e-05,-1.0624926795382e-07,1.2874653468224e-07,-2.2497266728423e-08,-16.600762068841,30.388641999186,-0.98036710751553,0.28611111111111,50400.0,1,1100.0,530.0,0.2,17.0
416,8985600,104.0,-0.0001155474783796,0.0001366099557606,-2.1062477381014e-05,-1.0772556933971e-07,1.3060969541438e-07,-2.2884126074666e-08,-16.601467204846,30.484531401358,-0.97365839590662,0.28888888888889,50400.0,1,1100.0,530.0,0.2,17.0
420,9072000,105.0,-0.0001163359951683,0.0001375230709363,-2.118707576797e-05,-1.0921154961717e-07,1.3248644871747e-07,-2.3274899100295e-08,-16.599001284619,30.597396029233,-0.95938149928267,0.29166666666667,50400.0,1,1100.0,530.0,0.2,17.0
424,9158400,106.0,-0.0001171224413491,0.0001384337569007,-2.1311315551575e-05,-1.1070715865013e-07,1.343767437049e-07,-2.3669585054764e-08,-16.599739662178,30.693211086951,-0.95269301589822,0.29444444444444,50400.0,1,1100.0,530.0,0.2,17.0
428,9244800,107.0,-0.0001179069916028,0.0001393422196443,-2.1435228041488e-05,-1.1221251499107e-07,1.3628074219298e-07,-2.4068227201916e-08,-16.597203613191,30.805813041524,-0.93842900388846,0.29722222222222,50400.0,1,1100.0,530.0,0.2,17.0
432,9331200,108.0,-0.0001186895475847,0.0001402483473807,-2.1558799795926e-05,-1.1372757073754e-07,1.3819839607104e-07,-2.4470825333501e-08,-16.598069170778,30.901625922824,-0.93180831152406,0.3,50400.0,1,1100.0,530.0,0.2,17.0
436,9417600,109.0,-0.0001194702100304,0.0001411522600286,-2.1682049998168e-05,-1.152524005556e-07,1.4012981187771e-07,-2.4877411322118e-08,-16.597167766826,31.00563289391,-0.9213741813908,0.30277777777778,50400.0,1,1100.0,530.0,0.2,17.0
440,9504000,110.0,-0.0001202490121844,0.0001420539985736,-2.1804986389161e-05,-1.1678703836254e-07,1.4207504477444e-07,-2.5288006411897e-08,-16.59628472233,31.109380562026,-0.91102238788026,0.30555555555556,50400.0,1,1100.0,530.0,0.2,17.0
444,9590400,111.0,-0.000121025988998,0.0001429536061466,-2.1927617148576e-05,-1.1833152002628e-07,1.4403415242152e-07,-2.570263239524e-08,-16.595403584766,31.213207473587,-0.9006389209379,0.30833333333333,50400.0,1,1100.0,530.0,0.2,17.0
448,9676800,112.0,-0.0001218011736026,0.0001438511235986,-2.2049949996039e-05,-1.1988588081219e-07,1.4600719173687e-07,-2.6121310924676e-08,-16.594573204676,31.316947302452,-0.89030731526218,0.31111111111111,50400.0,1,1100.0,530.0,0.2,17.0
452,9763200,113.0,-0.0001225745984893,0.0001447465910393,-2.2171992550055e-05,-1.2145015627472e-07,1.4799422002467e-07,-2.6544063749953e-08,-16.59373356566,31.420694553089,-0.87995497418563,0.31388888888889,50400.0,1,1100.0,530.0,0.2,17.0
456,9849600,114.0,-0.0001233462907432,0.0001456400420404,-2.229375129713e-05,-1.230243789251e-07,1.4999529078044e-07,-2.6970911855339e-08,-16.592795580595,31.524048554812,-0.86965334431462,0.31666666666667,50400.0,1,1100.0,530.0,0.2,17.0
460,9936000,115.0,-0.0001241162832658,0.0001465315175298,-2.2415234264015e-05,-1.2460858621874e-07,1.5201046371199e-07,-2.7401877493254e-08,-16.591935016982,31.627604731744,-0.85931558141157,0.31944444444444,50400.0,1,1100.0,530.0,0.2,17.0
464,10022400,116.0,-0.0001248846052766,0.0001474210519329,-2.2536446656362e-05,-1.2620281175345e-07,1.5403979380905e-07,-2.7836982055596e-08,-16.591033888828,31.730881842868,-0.84905048788066,0.32222222222222,50400.0,1,1100.0,530.0,0.2,17.0
468,10108800,117.0,-0.0001256512840728,0.0001483086807089,-2.2657396636071e-05,-1.2780709131239e-07,1.5608333874926e-07,-2.827624743687e-08,-16.59012836181,31.83412600417,-0.83877648442296,0.325,50400.0,1,1100.0,530.0,0.2,17.0
472,10195200,118.0,-0.0001264164170286,0.0001491945183471,-2.2778101318545e-05,-1.294215056339e-07,1.5814121326284e-07,-2.8719707628937e-08,-16.587670554775,31.945764548764,-0.82476047410438,0.32777777777778,50400.0,1,1100.0,530.0,0.2,17.0
476,10281600,119.0,-0.0001271798960596,0.0001500784409717,-2.289854491208e-05,-1.3104600158044e-07,1.6021336237306e-07,-2.9167360792623e-08,-16.588411155921,32.040439317686,-0.81830565011454,0.33055555555556,50400.0,1,1100.0,530.0,0.2,17.0
480,10368000,120.0,-0.0001279418149112,0.0001509605594607,-2.3018744549514e-05,-1.3268065797109e-07,1.6229989839534e-07,-2.9619240424252e-08,-16.587544256172,32.143502259156,-0.80809010804537,0.33333333333333,50400.0,1,1100.0,530.0,0.2,17.0
484,10454400,121.0,-0.0001287022008056,0.0001518409072066,-2.3138706401033e-05,-1.3432551117709e-07,1.6440087986075e-07,-3.0075368683666e-08,-16.586675063684,32.246509390866,-0.797869362757,0.33611111111111,50400.0,1,1100.0,530.0,0.2,17.0
488,10540800,122.0,-0.0001294610768867,0.0001527195128384,-2.3258435951702e-05,-1.3598059526812e-07,1.6651636247004e-07,-3.0535767201918e-08,-16.585781431829,32.349238894495,-0.78772455689711,0.33888888888889,50400.0,1,1100.0,530.0,0.2,17.0
492,10627200,123.0,-0.0001302184719061,0.0001535964113089,-2.3377939402811e-05,-1.3764594859478e-07,1.6864640727036e-07,-3.1000458675575e-08,-16.584943996087,32.452197427471,-0.77751714564703,0.34166666666667,50400.0,1,1100.0,530.0,0.2,17.0
496,10713600,124.0,-0.0001309744750898,0.0001544717079429,-2.3497232853054e-05,-1.3932165146654e-07,1.7079112881023e-07,-3.1469477343692e-08,-16.582455260565,32.56336170853,-0.76357683262303,0.34444444444444,50400.0,1,1100.0,530.0,0.2,17.0
500,10800000,125.0,-0.0001317289771562,0.0001553452772274,-2.3616300071202e-05,-1.4100764965442e-07,1.729504705949e-07,-3.194282094048e-08,-16.583247510851,32.657639116344,-0.75723909280701,0.34722222222222,50400.0,1,1100.0,530.0,0.2,17.0
504,10886400,126.0,-0.0001324820665364,0.0001562172235642,-2.37351570278e-05,-1.4270402301359e-07,1.7512454646657e-07,-3.2420523452975e-08,-16.582373267419,32.760176091445,-0.74710962271706,0.35,50400.0,1,1100.0,530.0,0.2,17.0
508,10972800,127.0,-0.0001332338353727,0.000157087655331,-2.3853819958309e-05,-1.4441085571481e-07,1.7731347607188e-07,-3.2902620357076e-08,-16.57991303706,32.871253519272,-0.7331928107249,0.35277777777778,50400.0,1,1100.0,530.0,0.2,17.0
512,11059200,128.0,-0.0001339841693396,0.0001579564410455,-2.397227170586e-05,-1.4612808985573e-07,1.7951719812788e-07,-3.3389108272146e-08,-16.580662319572,32.965120875385,-0.72692173523524,0.35555555555556,50400.0,1,1100.0,530.0,0.2,17.0
516,11145600,129.0,-0.0001347331580676,0.0001588236868488,-2.4090528781165e-05,-1.4785580876122e-07,1.8173583105512e-07,-3.3880022293894e-08,-16.579837517366,33.067569687383,-0.71682814341551,0.35833333333333,50400.0,1,1100.0,530.0,0.2,17.0
520,11232000,130.0,-0.000135480823056,0.0001596894179252,-2.4208594869177e-05,-1.4959404760485e-07,1.8396943215962e-07,-3.4375384554775e-08,-16.578955533474,33.169830888041,-0.70675857041947,0.36111111111111,50400.0,1,1100.0,530.0,0.2,17.0
524,11318400,131.0,-0.0001362272510676,0.0001605537369068,-2.4326485839267e-05,-1.5134289032219e-07,1.8621812089569e-07,-3.4875230573499e-08,-16.57644796096,33.280512053853,-0.69288857072032,0.36388888888889,50400.0,1,1100.0,530.0,0.2,17.0
528,11404800,132.0,-0.0001369723303557,0.0001614165150629,-2.4444184707296e-05,-1.5310228039061e-07,1.8848183765149e-07,-3.5379557260878e-08,-16.57725759819,33.37425742997,-0.68665731892553,0.36666666666667,50400.0,1,1100.0,530.0,0.2,17.0
532,11491200,133.0,-0.0001377162119975,0.0001622779292522,-2.4561717254657e-05,-1.5487234736509e-07,1.9076076009366e-07,-3.5888412728562e-08,-16.574712382339,33.484825253648,-0.6727730554961,0.36944444444444,50400.0,1,1100.0,530.0,0.2,17.0
536,11577600,134.0,-0.0001384587852051,0.000163137851823,-2.4679066617913e-05,-1.56653035119e-07,1.9305482906787e-07,-3.6401793948863e-08,-16.575549121349,33.578524523076,-0.66654866172317,0.37222222222222,50400.0,1,1100.0,530.0,0.2,17.0
540,11664000,135.0,-0.0001392001277499,0.0001639963748377,-2.4796247087808e-05,-1.584444221509e-07,1.9536415726276e-07,-3.6919735111862e-08,-16.574594842946,33.680089307335,-0.65661250200902,0.375,50400.0,1,1100.0,530.0,0.2,17.0
544,11750400,136.0,-0.0001399403321378,0.0001648536057031,-2.4913273565262e-05,-1.6024659783604e-07,1.9768887127769e-07,-3.7442273441642e-08,-16.572159259305,33.790544385719,-0.64281401622485,0.37777777777778,50400.0,1,1100.0,530.0,0.2,17.0
548,11836800,137.0,-0.0001406792840491,0.0001657094131027,-2.5030129053625e-05,-1.6205950400232e-07,2.0002890921263e-07,-3.7969405210305e-08,-16.572973494205,33.884091956588,-0.63658338028877,0.38055555555556,50400.0,1,1100.0,530.0,0.2,17.0
552,11923200,138.0,-0.0001414170601259,0.0001665638872504,-2.5146827124559e-05,-1.6388321934657e-07,2.0238438419211e-07,-3.8501164845539e-08,-16.572030113972,33.985422566015,-0.62670189711068,0.38333333333333,50400.0,1,1100.0,530.0,0.2,17.0
556,12009600,139.0,-0.0001421536829946,0.0001674170553355,-2.5263372340982e-05,-1.657177845784e-07,2.04755360682e-07,-3.9037576103601e-08,-16.571174711545,34.087119904524,-0.61673586974643,0.38611111111111,50400.0,1,1100.0,530.0,0.2,17.0
560,12096000,140.0,-0.0001428891689264,0.0001682689372978,-2.5379768371412e-05,-1.6756323612965e-07,2.0714189779477e-07,-3.9578661665117e-08,-16.570328675995,34.188680823161,-0.60681632884846,0.38888888888889,50400.0,1,1100.0,530.0,0.2,17.0
564,12182400,141.0,-0.0001436235352721,0.0001691195540517,-2.5496018779606e-05,-1.6941961152824e-07,2.0954405604652e-07,-4.0124444518285e-08,-16.569481607321,34.290255899844,-0.59688226683266,0.39166666666667,50400.0,1,1100.0,530.0,0.2,17.0
568,12268800,142.0,-0.0001443567992086,0.0001699689264076,-2.5612127199051e-05,-1.7128694860391e-07,2.11961896318e-07,-4.0674947714091e-08,-16.568684292407,34.391819549665,-0.58696516390247,0.39444444444444,50400.0,1,1100.0,530.0,0.2,17.0
572,12355200,143.0,-0.0001450889748376,0.0001708170716664,-2.5728096828846e-05,-1.7316528318025e-07,2.1439547699135e-07,-4.1230193811099e-08,-16.56782239208,34.493206696938,-0.57705255742181,0.39722222222222,50400.0,1,1100.0,530.0,0.2,17.0
576,12441600,144.0,-0.0001458201429923,0.0001716640846438,-2.5843941651483e-05,-1.7505470206388e-07,2.1684492189651e-07,-4.1790219832627e-08,-16.565341997487,34.602987991956,-0.56337188040172,0.4,50400.0,1,1100.0,530.0,0.2,17.0
580,12528000,145.0,-0.000146550251826,0.0001725099062296,-2.5959654403618e-05,-1.7695519333831e-07,2.193102282978e-07,-4.2355034959491e-08,-16.564479212864,34.704187549682,-0.55350714075737,0.40277777777778,50400.0,1,1100.0,530.0,0.2,17.0
584,12614400,146.0,-0.0001472793183951,0.0001733545558838,-2.6075237488784e-05,-1.7886679483769e-07,2.2179145718619e-07,-4.2924662348496e-08,-16.563631429261,34.805431201414,-0.54362521015545,0.40555555555556,50400.0,1,1100.0,530.0,0.2,17.0
588,12700800,147.0,-0.00014800728889,0.0001741979724184,-2.6190683528411e-05,-1.8078949175526e-07,2.2428860207061e-07,-4.3499110315351e-08,-16.564363106425,34.897935501655,-0.53759734508523,0.40833333333333,50400.0,1,1100.0,530.0,0.2,17.0
592,12787200,148.0,-0.0001487342463275,0.0001750402530801,-2.6306006752632e-05,-1.8272337329811e-07,2.2680178987565e-07,-4.4078416577541e-08,-16.563563816537,34.999089421607,-0.52776219277625,0.41111111111111,50400.0,1,1100.0,530.0,0.2,17.0
596,12873600,149.0,-0.0001494602039638,0.0001758814139282,-2.6421209964388e-05,-1.8466847635774e-07,2.2933108046257e-07,-4.466260410483e-08,-16.562712276945,35.100154443796,-0.51790488068902,0.41388888888889,50400.0,1,1100.0,530.0,0.2,17.0
600,12960000,150.0,-0.0001501851766745,0.0001767214728642,-2.6536296189737e-05,-1.8662483939696e-07,2.3187653571934e-07,-4.5251696322386e-08,-16.561857093937,35.201269914279,-0.50800871490482,0.41666666666667,50400.0,1,1100.0,530.0,0.2,17.0
604,13046400,151.0,-0.0001509091750827,0.0001775604434926,-2.6651268409894e-05,-1.8859249843713e-07,2.34438214536e-07,-4.5845716098866e-08,-16.561061651032,35.302071650456,-0.49826426322527,0.41944444444444,50400.0,1,1100.0,530.0,0.2,17.0
608,13132800,152.0,-0.0001516322776946,0.0001783984165625,-2.6766138867879e-05,-1.9057154167336e-07,2.3701624281764e-07,-4.6444701144278e-08,-16.558526498808,35.41133011543,-0.48462937729654,0.42222222222222,50400.0,1,1100.0,530.0,0.2,17.0
612,13219200,153.0,-0.0001523543659879,0.000179235254617,-2.6880888629117e-05,-1.925619037879e-07,2.3961054916098e-07,-4.7048645373075e-08,-16.559274894026,35.503376891842,-0.47870192425178,0.425,50400.0,1,1100.0,530.0,0.2,17.0
616,13305600,154.0,-0.0001530755853608,0.0001800711286283,-2.6995543267514e-05,-1.9456372841055e-07,2.4222133077366e-07,-4.7657602363109e-08,-16.55685339548,35.612741044029,-0.46508423653192,0.42777777777778,50400.0,1,1100.0,530.0,0.2,17.0
620,13392000,155.0,-0.0001537958180015,0.0001809059014776,-2.7110083476032e-05,-1.9657694988141e-07,2.4484851577496e-07,-4.8271565893551e-08,-16.557684403678,35.704981238011,-0.45912966734791,0.43055555555556,50400.0,1,1100.0,530.0,0.2,17.0
