,time,days,metal_creep_strain_rr,metal_creep_strain_tt,metal_creep_strain_zz,oxide_creep_strain_rr,oxide_creep_strain_tt,oxide_creep_strain_zz,oxide_stress_rr,oxide_stress_tt,oxide_stress_zz,years,dt,state,T_gas,T_steam,p_gas,p_steam
624,13478400,156.0,-0.0001545152024168,0.0001817397347873,-2.7224532370522e-05,-1.9860170643436e-07,2.4749229462063e-07,-4.8890588186268e-08,-16.555148802004,35.813898873042,-0.4455630184186,0.43333333333333,50400.0,1,1100.0,530.0,0.2,17.0
628,13564800,157.0,-0.0001552336232333,0.0001825724948394,-2.7338871606021e-05,-2.0063793445289e-07,2.5015259796287e-07,-4.9514663509976e-08,-16.555913876934,35.905993549405,-0.43958706541991,0.43611111111111,50400.0,1,1100.0,530.0,0.2,17.0
632,13651200,158.0,-0.0001559512205411,0.0001834043450202,-2.7453124479116e-05,-2.0268577495759e-07,2.5282962000483e-07,-5.0143845047235e-08,-16.553467875846,36.01488212294,-0.42607497359081,0.43888888888889,50400.0,1,1100.0,530.0,0.2,17.0
636,13737600,159.0,-0.0001566678760295,0.0001842351481777,-2.7567272148163e-05,-2.0474516148362e-07,2.5552328766626e-07,-5.0778126182635e-08,-16.554222638424,36.106772521316,-0.42013686624563,0.44166666666667,50400.0,1,1100.0,530.0,0.2,17.0
640,13824000,160.0,-0.0001573836671583,0.0001850649948213,-2.7681327662965e-05,-2.0681618506428e-07,2.582337307503e-07,-5.1417545686014e-08,-16.553386555503,36.207227617635,-0.41037274318753,0.44444444444444,50400.0,1,1100.0,530.0,0.2,17.0
644,13910400,161.0,-0.0001580986040617,0.0001858938972038,-2.7795293142078e-05,-2.0889888317093e-07,2.6096101023328e-07,-5.2062127062345e-08,-16.552563565657,36.307524965138,-0.40067382333249,0.44722222222222,50400.0,1,1100.0,530.0,0.2,17.0
648,13996800,162.0,-0.0001588126953142,0.0001867218657334,-2.7909170419183e-05,-2.1099329222837e-07,2.6370518564189e-07,-5.2711893413515e-08,-16.551683232483,36.407610039911,-0.39098823525967,0.45,50400.0,1,1100.0,530.0,0.2,17.0
652,14083200,163.0,-0.000159525953134,0.0001875489149418,-2.8022961807847e-05,-2.1309945189161e-07,2.6646632075629e-07,-5.3366868864674e-08,-16.550879988325,36.50776940588,-0.3813274459599,0.45277777777778,50400.0,1,1100.0,530.0,0.2,17.0
656,14169600,164.0,-0.0001602383868613,0.0001883750560881,-2.8136669226823e-05,-2.1521739968609e-07,2.692444765849e-07,-5.4027076898814e-08,-16.549974973176,36.607863575616,-0.37160253113331,0.45555555555556,50400.0,1,1100.0,530.0,0.2,17.0
660,14256000,165.0,-0.0001609500721083,0.0001892003774079,-2.8250305299583e-05,-2.173472289473e-07,2.7203978627625e-07,-5.4692557328945e-08,-16.547554397717,36.716452266211,-0.35813270628725,0.45833333333333,50400.0,1,1100.0,530.0,0.2,17.0
664,14342400,166.0,-0.000161660889831,0.0001900247406905,-2.8363850859453e-05,-2.1948887083093e-07,2.7485217347799e-07,-5.5363302647064e-08,-16.548362231019,36.808014804849,-0.35226475942687,0.46111111111111,50400.0,1,1100.0,530.0,0.2,17.0
668,14428800,167.0,-0.0001623709767418,0.0001908483053943,-2.8477328652447e-05,-2.2164247009118e-07,2.7768183789085e-07,-5.6039367799673e-08,-16.545893139327,36.91640363512,-0.33881307650222,0.46388888888889,50400.0,1,1100.0,530.0,0.2,17.0
672,14515200,168.0,-0.0001630802144128,0.0001916709339441,-2.8590719531219e-05,-2.2380795763265e-07,2.8052870275346e-07,-5.6720745120814e-08,-16.546703229914,37.007781150862,-0.33298902372235,0.46666666666667,50400.0,1,1100.0,530.0,0.2,17.0
676,14601600,169.0,-0.0001637886757783,0.0001924927121966,-2.8704036418334e-05,-2.2598542582412e-07,2.8339290005076e-07,-5.7407474226631e-08,-16.545868414538,37.107689097376,-0.32332128327811,0.46944444444444,50400.0,1,1100.0,530.0,0.2,17.0
680,14688000,170.0,-0.0001644963705973,0.0001933136505556,-2.8817279958326e-05,-2.2817491212612e-07,2.8627449088194e-07,-5.8099578755812e-08,-16.545015840366,37.207421020853,-0.31369240449106,0.47222222222222,50400.0,1,1100.0,530.0,0.2,17.0
684,14774400,171.0,-0.0001652033079797,0.0001941337598766,-2.8930451896908e-05,-2.3037645536251e-07,2.8917353812633e-07,-5.8797082763825e-08,-16.544204650851,37.307087317787,-0.30410881918678,0.475,50400.0,1,1100.0,530.0,0.2,17.0
688,14860800,172.0,-0.0001659094948077,0.0001949530489718,-2.9043554164084e-05,-2.3259009330996e-07,2.9209010325612e-07,-5.9500009946158e-08,-16.543316166168,37.406673494747,-0.2944781404774,0.47777777777778,50400.0,1,1100.0,530.0,0.2,17.0
692,14947200,173.0,-0.0001666150043052,0.0001957716038848,-2.9156599579631e-05,-2.3481592153741e-07,2.9502432270752e-07,-6.0208401170104e-08,-16.540870118018,37.51480820814,-0.28105895523246,0.48055555555556,50400.0,1,1100.0,530.0,0.2,17.0
696,15033600,174.0,-0.0001673197155899,0.0001965892835023,-2.9269567912403e-05,-2.3705638542388e-07,2.9798112149421e-07,-6.092473607033e-08,-16.541614600158,37.605749866959,-0.27527087817321,0.48333333333333,50400.0,1,1100.0,530.0,0.2,17.0
700,15120000,175.0,-0.0001680237016656,0.0001974061730911,-2.9382471425539e-05,-2.3930908552072e-07,3.0095567464194e-07,-6.1646589121223e-08,-16.540773005452,37.705221836122,-0.26568207826544,0.48611111111111,50400.0,1,1100.0,530.0,0.2,17.0
704,15206400,176.0,-0.000168726970031,0.0001982222815626,-2.9495311531524e-05,-2.4157406020661e-07,3.0394804470421e-07,-6.2373984497594e-08,-16.539920576978,37.804572919157,-0.25612548459552,0.48888888888889,50400.0,1,1100.0,530.0,0.2,17.0
708,15292800,177.0,-0.0001694295948575,0.000199037695372,-2.9608100514449e-05,-2.4385392493314e-07,3.0696337014273e-07,-6.3109445209582e-08,-16.537515116709,37.912566795868,-0.24273234935027,0.49166666666667,50400.0,1,1100.0,530.0,0.2,17.0
712,15379200,178.0,-0.0001701315188007,0.0001998523478619,-2.9720829061217e-05,-2.4614616990423e-07,3.0999669020293e-07,-6.3850520298705e-08,-16.536686900542,38.011954877841,-0.23314983274014,0.49444444444444,50400.0,1,1100.0,530.0,0.2,17.0
716,15465600,179.0,-0.0001708327479057,0.0002006662462806,-2.9833498374897e-05,-2.4845083271959e-07,3.1304806631257e-07,-6.4597233592978e-08,-16.535839188839,38.111189310875,-0.22359473008856,0.49722222222222,50400.0,1,1100.0,530.0,0.2,17.0
720,15552000,180.0,-0.0001715332250429,0.0002014793243129,-2.9946099269918e-05,-2.5076789454968e-07,3.161174867635e-07,-6.5349592213827e-08,-16.536584362694,38.201807307985,-0.21785788408915,0.5,50400.0,1,1100.0,530.0,0.2,17.0
723,15573600,180.25,-0.0001715332250429,0.0002014793243129,-2.9946099269918e-05,-2.5076789454968e-07,3.161174867635e-07,-6.5349592213827e-08,0.33874639624607,59.402175237329,41.693247801456,0.50069444444444,90000.0,3,25.0,25.0,0.1,0.1
727,15674400,181.41666666667,-0.0001715801320354,0.0002015335587722,-2.9953426736849e-05,-2.5091934147447e-07,3.163160741446e-07,-6.5396732670134e-08,-16.537325884579,38.216296345547,-0.22175131111988,0.50393518518519,50400.0,1,1100.0,530.0,0.2,17.0
731,15760800,182.41666666667,-0.000172279903201,0.0002023458739893,-3.0065970788249e-05,-2.5324975390569e-07,3.1940491632676e-07,-6.6155162421068e-08,-16.534109102101,38.315787969556,-0.20396628778274,0.50671296296296,50400.0,1,1100.0,530.0,0.2,17.0
735,15847200,183.41666666667,-0.0001729790030526,0.0002031574630107,-3.0178459958029e-05,-2.5559270451141e-07,3.2251201001606e-07,-6.6919305504644e-08,-16.53327190924,38.414906971779,-0.19442658056041,0.50949074074074,50400.0,1,1100.0,530.0,0.2,17.0
739,15933600,184.41666666667,-0.0001736774396449,0.0002039683353395,-3.0290895694636e-05,-2.5794823416419e-07,3.2563742147486e-07,-6.7689187310665e-08,-16.532470144817,38.514071123267,-0.18488136595233,0.51226851851852,50400.0,1,1100.0,530.0,0.2,17.0
743,16020000,185.41666666667,-0.0001743751544493,0.0002047784235042,-3.0403269054882e-05,-2.6031631459573e-07,3.2878112307581e-07,-6.8464808480077e-08,-16.533251046404,38.604610593423,-0.17915288629349,0.5150462962963,50400.0,1,1100.0,530.0,0.2,17.0
747,16106400,186.41666666667,-0.0001750722191837,0.0002055878099424,-3.0515590758713e-05,-2.6269705842649e-07,3.3194328049604e-07,-6.9246222069559e-08,-16.53241330087,38.703580228235,-0.16963076229401,0.51782407407407,50400.0,1,1100.0,530.0,0.2,17.0
751,16192800,187.41666666667,-0.0001757686393408,0.0002063965017604,-3.0627862419614e-05,-2.650904964688e-07,3.3512394349582e-07,-7.0033447027017e-08,-16.531584017562,38.802428992587,-0.16014070608514,0.52060185185185,50400.0,1,1100.0,530.0,0.2,17.0
755,16279200,188.41666666667,-0.0001764644216628,0.0002072045068777,-3.0740085214875e-05,-2.6749666846213e-07,3.3832317656456e-07,-7.0826508102426e-08,-16.530743802932,38.901273476721,-0.15063092436787,0.52337962962963,50400.0,1,1100.0,530.0,0.2,17.0
759,16365600,189.41666666667,-0.0001771595739017,0.00020801183371,-3.0852259808283e-05,-2.6991562083975e-07,3.4154105526395e-07,-7.1625434424204e-08,-16.529976919752,39.000046940622,-0.14120368572189,0.52615740740741,50400.0,1,1100.0,530.0,0.2,17.0
763,16452000,190.41666666667,-0.0001778541630766,0.0002088185617306,-3.0964398653993e-05,-2.7234743869213e-07,3.4477769870676e-07,-7.2430260014631e-08,-16.527468332057,39.107349549006,-0.12784063513357,0.52893518518519,50400.0,1,1100.0,530.0,0.2,17.0
767,16538400,191.41666666667,-0.0001785480697822,0.0002096245512416,-3.1076481459417e-05,-2.7479205092526e-07,3.4803302935018e-07,-7.3240978424916e-08,-16.528308949164,39.19751252705,-0.12222613933278,0.53171296296296,50400.0,1,1100.0,530.0,0.2,17.0
771,16624800,192.41666666667,-0.0001792414245994,0.0002104299543658,-3.1188529766377e-05,-2.7724961357552e-07,3.5130726341433e-07,-7.4057649838812e-08,-16.525821887326,39.304560013516,-0.10894879847961,0.53449074074074,50400.0,1,1100.0,530.0,0.2,17.0
775,16711200,193.41666666667,-0.0001799341129336,0.0002112346374773,-3.130052454365e-05,-2.7972005474109e-07,3.5460032025992e-07,-7.4880265518832e-08,-16.526748152694,39.394997411064,-0.10326480343374,0.53726851851852,50400.0,1,1100.0,530.0,0.2,17.0
779,16797600,194.41666666667,-0.0001806261942858,0.0002120386702194,-3.1412475933597e-05,-2.8220346238504e-07,3.5791232692043e-07,-7.5708864535385e-08,-16.525765412348,39.493183559774,-0.093822452188724,0.5400462962963,50400.0,1,1100.0,530.0,0.2,17.0
783,16884000,195.41666666667,-0.0001813177422073,0.0002128421381312,-3.1524395923917e-05,-2.8469994152997e-07,3.6124343356096e-07,-7.6543492030986e-08,-16.523334331656,39.600152187975,-0.080586808968102,0.54282407407407,50400.0,1,1100.0,530.0,0.2,17.0
787,16970400,196.41666666667,-0.0001820086342103,0.0002136448985525,-3.1636264342234e-05,-2.8720941081444e-07,3.6459354673736e-07,-7.7384135922918e-08,-16.524071412071,39.689943529273,-0.074963552626165,0.54560185185185,50400.0,1,1100.0,530.0,0.2,17.0
791,17056800,197.41666666667,-0.0001826989414523,0.0002144470344602,-3.1748093007858e-05,-2.897319715336e-07,3.6796281140241e-07,-7.823083986881e-08,-16.523244205367,39.788461806666,-0.065491647350694,0.54837962962963,50400.0,1,1100.0,530.0,0.2,17.0
795,17143200,198.41666666667,-0.0001833886680032,0.0002152485505336,-3.1859882530388e-05,-2.9226766215355e-07,3.7135129049525e-07,-7.9083628341695e-08,-16.522453348665,39.886727012784,-0.056100670504536,0.55115740740741,50400.0,1,1100.0,530.0,0.2,17.0
799,17229600,199.41666666667,-0.0001840778213383,0.000216049455459,-3.1971634120688e-05,-2.9481652496363e-07,3.7475905221836e-07,-7.9942527254728e-08,-16.521667348377,39.985178980024,-0.046647614052419,0.55393518518519,50400.0,1,1100.0,530.0,0.2,17.0
803,17316000,200.41666666667,-0.0001847664018119,0.0002168497496856,-3.2083347873663e-05,-2.9737859513443e-07,3.781861553183e-07,-8.0807560183877e-08,-16.520779847751,40.083179231486,-0.037268859240752,0.55671296296296,50400.0,1,1100.0,530.0,0.2,17.0
807,17402400,201.41666666667,-0.0001854544172665,0.0002176494422714,-3.2195025004875e-05,-2.9995391587309e-07,3.8163266923123e-07,-8.1678753358143e-08,-16.519955878956,40.181381860465,-0.027847289967921,0.55949074074074,50400.0,1,1100.0,530.0,0.2,17.0
811,17488800,202.41666666667,-0.0001861418729837,0.0002184485393918,-3.2306666408079e-05,-3.0254252691059e-07,3.8509865856688e-07,-8.2556131656294e-08,-16.519152215293,40.279555951555,-0.018443918885697,0.56226851851852,50400.0,1,1100.0,530.0,0.2,17.0
815,17575200,203.41666666667,-0.0001868287722168,0.0002192470448293,-3.241827261251e-05,-3.0514446664797e-07,3.8858418641853e-07,-8.3439719770568e-08,-16.518314131004,40.377555484034,-0.0090717681652633,0.5650462962963,50400.0,1,1100.0,530.0,0.2,17.0
819,17661600,204.41666666667,-0.0001875151846203,0.0002200450396396,-3.25298550193e-05,-3.0775983935242e-07,3.9208940206077e-07,-8.4329562708351e-08,-16.515920945448,40.484185751462,0.0041234802512465,0.56782407407407,50400.0,1,1100.0,530.0,0.2,17.0
823,17748000,205.41666666667,-0.0001882010503577,0.0002208424540193,-3.2641403661595e-05,-3.1038862294057e-07,3.9561428955281e-07,-8.5225666612241e-08,-16.515086882437,40.582157648464,0.01351101167769,0.57060185185185,50400.0,1,1100.0,530.0,0.2,17.0
827,17834400,206.41666666667,-0.0001888863737728,0.0002216392929922,-3.275291921935e-05,-3.1303085750604e-07,3.9915891422985e-07,-8.6128056723814e-08,-16.514249288815,40.680101723885,0.022902040704362,0.57337962962963,50400.0,1,1100.0,530.0,0.2,17.0
831,17920800,207.41666666667,-0.0001895710960691,0.0002224354880303,-3.2864391961225e-05,-3.156865199007e-07,4.0272325859988e-07,-8.7036738699172e-08,-16.514987860605,40.769463785216,0.028492756080455,0.57615740740741,50400.0,1,1100.0,530.0,0.2,17.0
835,18007200,208.41666666667,-0.0001902553486031,0.0002232311922418,-3.2975843638754e-05,-3.1835577484285e-07,4.0630755084785e-07,-8.7951776004997e-08,-16.512629474362,40.875832763571,0.041621932948679,0.57893518518519,50400.0,1,1100.0,530.0,0.2,17.0
839,18093600,209.41666666667,-0.0001909390079687,0.0002240262616283,-3.3087253659641e-05,-3.210385363474e-07,4.0991169153344e-07,-8.8873155186039e-08,-16.51337358536,40.964972580318,0.047159962321578,0.58171296296296,50400.0,1,1100.0,530.0,0.2,17.0
843,18180000,210.41666666667,-0.0001916221424834,0.0002248207758733,-3.3198633389827e-05,-3.2373490744355e-07,4.1353582831501e-07,-8.9800920871458e-08,-16.512569551881,41.062699127426,0.056492228975388,0.58449074074074,50400.0,1,1100.0,530.0,0.2,17.0
847,18266400,211.41666666667,-0.0001923047636544,0.0002256147473236,-3.3309983669203e-05,-3.2644494381936e-07,4.1718004972376e-07,-9.0735105904396e-08,-16.511858858622,41.160957994782,0.065975480695498,0.58726851851852,50400.0,1,1100.0,530.0,0.2,17.0
851,18352800,212.41666666667,-0.0001929868625103,0.0002264081677991,-3.3421305288877e-05,-3.2916864996334e-07,4.2084436647582e-07,-9.1675716512486e-08,-16.511016934912,41.258140366639,0.075154641623878,0.5900462962963,50400.0,1,1100.0,530.0,0.2,17.0
855,18439200,213.41666666667,-0.0001936684457321,0.0002272010429273,-3.3532597195231e-05,-3.3190609257818e-07,4.2452888788673e-07,-9.2622795308555e-08,-16.510046879876,41.355440228383,0.084499568527062,0.59282407407407,50400.0,1,1100.0,530.0,0.2,17.0
859,18525600,214.41666666667,-0.0001943495844485,0.0002279934568251,-3.364387237663e-05,-3.3465736310932e-07,4.2823373982984e-07,-9.3576376720524e-08,-16.507678826819,41.461711760271,0.097661709697363,0.59560185185185,50400.0,1,1100.0,530.0,0.2,17.0
863,18612000,215.41666666667,-0.0001950301569838,0.000228785266144,-3.3755109160206e-05,-3.3742239226708e-07,4.3195885128727e-07,-9.4536459020191e-08,-16.50846408868,41.550720486229,0.10319943876904,0.59837962962963,50400.0,1,1100.0,530.0,0.2,17.0
867,18698400,216.41666666667,-0.0001957102902019,0.0002295766195046,-3.3866329302731e-05,-3.4020133686014e-07,4.3570443741819e-07,-9.550310055805e-08,-16.50604724424,41.656625339564,0.11628907193036,0.60115740740741,50400.0,1,1100.0,530.0,0.2,17.0
871,18784800,217.41666666667,-0.0001963899268833,0.0002303674499567,-3.3977523073424e-05,-3.4299417601098e-07,4.3947048385209e-07,-9.6476307841106e-08,-16.505249827398,41.754092450381,0.12560925934184,0.60393518518519,50400.0,1,1100.0,530.0,0.2,17.0
875,18871200,218.41666666667,-0.0001970690686712,0.0002311577593608,-3.4088690689614e-05,-3.4580094817958e-07,4.432570539944e-07,-9.7456105814821e-08,-16.504412367827,41.851379220525,0.13490423163816,0.60671296296296,50400.0,1,1100.0,530.0,0.2,17.0
879,18957600,219.41666666667,-0.0001977477200112,0.0002319475528008,-3.4199832789602e-05,-3.4862169457122e-07,4.4706421476014e-07,-9.8442520188921e-08,-16.503583697342,41.948716945041,0.14422057334263,0.60949074074074,50400.0,1,1100.0,530.0,0.2,17.0
883,19044000,220.41666666667,-0.000198425821409,0.0002327367607877,-3.4310939378795e-05,-3.5145638936129e-07,4.5089194500664e-07,-9.9435555645352e-08,-16.504376835099,42.037389208201,0.14969072846723,0.61226851851852,50400.0,1,1100.0,530.0,0.2,17.0
887,19130400,221.41666666667,-0.0001991035019338,0.0002335255337994,-3.4422031865525e-05,-3.5430520383725e-07,4.5474048283822e-07,-1.0043527900097e-07,-16.501964840446,42.143136195908,0.16277865927112,0.6150462962963,50400.0,1,1100.0,530.0,0.2,17.0
891,19216800,222.41666666667,-0.0001997807026633,0.0002343138028941,-3.4533100230801e-05,-3.5716811433041e-07,4.5860981013571e-07,-1.0144169580529e-07,-16.50114857752,42.240308619098,0.17206515420513,0.61782407407407,50400.0,1,1100.0,530.0,0.2,17.0
895,19303200,223.41666666667,-0.0002004573640205,0.0002351014984802,-3.4644134459724e-05,-3.6004509477224e-07,4.6249990535939e-07,-1.0245481058715e-07,-16.501914744077,42.328910238012,0.17756300027624,0.62060185185185,50400.0,1,1100.0,530.0,0.2,17.0
899,19389600,224.41666666667,-0.0002011336129403,0.0002358887685957,-3.475515565543e-05,-3.6293631581074e-07,4.664110060373e-07,-1.0347469022656e-07,-16.499490651683,42.434375135217,0.19059377530504,0.62337962962963,50400.0,1,1100.0,530.0,0.2,17.0
903,19476000,225.41666666667,-0.000201809391694,0.000236675545682,-3.4866153988002e-05,-3.6584175388151e-07,4.7034309384793e-07,-1.0450133996643e-07,-16.498693318893,42.531381307143,0.19984650763895,0.62615740740741,50400.0,1,1100.0,530.0,0.2,17.0
907,19562400,226.41666666667,-0.0002024847039483,0.0002374618338893,-3.4977129941092e-05,-3.6876145083355e-07,4.7429623696131e-07,-1.0553478612776e-07,-16.497877808306,42.628453324633,0.20914026720193,0.62893518518519,50400.0,1,1100.0,530.0,0.2,17.0
911,19648800,227.41666666667,-0.0002031595525513,0.0002382476356778,-3.5088083126529e-05,-3.7169545404209e-07,4.7827051316521e-07,-1.0657505912313e-07,-16.497069698109,42.725342065261,0.21837932252822,0.63171296296296,50400.0,1,1100.0,530.0,0.2,17.0
915,19735200,228.41666666667,-0.0002038338759925,0.000239032880703,-3.5199004710576e-05,-3.7464371943326e-07,4.8226587195987e-07,-1.0762215252661e-07,-16.497834337501,42.813620398384,0.22381425452525,0.63449074074074,50400.0,1,1100.0,530.0,0.2,17.0
919,19821600,229.41666666667,-0.000204507804052,0.0002398177194692,-3.5309915417261e-05,-3.7760643153755e-07,4.8628257210722e-07,-1.0867614056966e-07,-16.495419890875,42.919034312624,0.23688233626746,0.63726851851852,50400.0,1,1100.0,530.0,0.2,17.0
923,19908000,230.41666666667,-0.0002051812188329,0.0002406020142825,-3.5420795449585e-05,-3.8058350056462e-07,4.9032050820192e-07,-1.097370076373e-07,-16.496302865455,43.007647632262,0.24238333126062,0.6400462962963,50400.0,1,1100.0,530.0,0.2,17.0
927,19994400,231.41666666667,-0.0002058541818486,0.0002413858367462,-3.5531654897627e-05,-3.8357502979693e-07,4.9437982873746e-07,-1.1080479894053e-07,-16.495490362582,43.104457368486,0.25164505911327,0.64282407407407,50400.0,1,1100.0,530.0,0.2,17.0
931,20080800,232.41666666667,-0.0002065267535735,0.0002421692572816,-3.5642503708119e-05,-3.865811245479e-07,4.9846068644609e-07,-1.1187956189819e-07,-16.493014235828,43.209255461239,0.26456597251363,0.64560185185185,50400.0,1,1100.0,530.0,0.2,17.0
935,20167200,233.41666666667,-0.0002071988786322,0.0002429522110844,-3.5753332452256e-05,-3.896017622398e-07,5.0256306406057e-07,-1.1296130182076e-07,-16.492205782303,43.305883358531,0.27378210342419,0.64837962962963,50400.0,1,1100.0,530.0,0.2,17.0
939,20253600,234.41666666667,-0.0002078704969191,0.0002437346279187,-3.5864130999625e-05,-3.9263691409262e-07,5.0668693634166e-07,-1.1405002224904e-07,-16.492956640561,43.393931628905,0.27921842456724,0.65115740740741,50400.0,1,1100.0,530.0,0.2,17.0
943,20340000,235.41666666667,-0.0002085417353906,0.0002445166558613,-3.597492047078e-05,-3.956867568886e-07,5.1083254946396e-07,-1.1514579257536e-07,-16.490560574791,43.498946056605,0.29219803267892,0.65393518518519,50400.0,1,1100.0,530.0,0.2,17.0
947,20426400,236.41666666667,-0.0002092124733798,0.0002452981538119,-3.608568043206e-05,-3.9875119634135e-07,5.1499979201052e-07,-1.1624859566917e-07,-16.49133262657,43.586955984544,0.29762942870921,0.65671296296296,50400.0,1,1100.0,530.0,0.2,17.0
951,20512800,237.41666666667,-0.0002098828371274,0.0002460792690498,-3.6196431922366e-05,-4.0183040967227e-07,5.1918891086913e-07,-1.1735850119686e-07,-16.488932759344,43.691907924774,0.31060981017969,0.65949074074074,50400.0,1,1100.0,530.0,0.2,17.0
955,20599200,238.41666666667,-0.0002105527675319,0.0002468599323511,-3.6307164819125e-05,-4.0492436998295e-07,5.2339988336999e-07,-1.1847551338704e-07,-16.48812588697,43.78832871453,0.31980793060746,0.66226851851852,50400.0,1,1100.0,530.0,0.2,17.0
959,20685600,239.41666666667,-0.0002112222666084,0.0002476401459294,-3.6417879320986e-05,-4.0803311798405e-07,5.2763277624322e-07,-1.1959965825917e-07,-16.487306464796,43.884697900306,0.32900999100046,0.6650462962963,50400.0,1,1100.0,530.0,0.2,17.0
963,20772000,240.41666666667,-0.0002118913364521,0.0002484199120894,-3.6528575637293e-05,-4.1115669394508e-07,5.318876555359e-07,-1.2073096159082e-07,-16.48650991831,43.980964468587,0.33816953323532,0.66782407407407,50400.0,1,1100.0,530.0,0.2,17.0
967,20858400,241.41666666667,-0.0002125599802319,0.0002491992342977,-3.6639254065812e-05,-4.1429514031823e-07,5.3616459042869e-07,-1.2186945011046e-07,-16.485713197413,44.077254389891,0.34735353047088,0.67060185185185,50400.0,1,1100.0,530.0,0.2,17.0
971,20944800,242.41666666667,-0.0002132281996695,0.0002499781144665,-3.6749914796995e-05,-4.1744849674187e-07,5.4046364607912e-07,-1.2301514933726e-07,-16.484894091945,44.173459801329,0.35653058779565,0.67337962962963,50400.0,1,1100.0,530.0,0.2,17.0
975,21031200,243.41666666667,-0.0002138959346392,0.0002507564822349,-3.6860547595629e-05,-4.2061673311226e-07,5.4478479565388e-07,-1.2416806254162e-07,-16.485670022722,44.261002499488,0.36186861364644,0.67615740740741,50400.0,1,1100.0,530.0,0.2,17.0
979,21117600,244.41666666667,-0.000214563312739,0.0002515344864476,-3.6971173708629e-05,-4.2380003205515e-07,5.4912829348609e-07,-1.2532826143094e-07,-16.483271919419,44.365727008663,0.37485633862576,0.67893518518519,50400.0,1,1100.0,530.0,0.2,17.0
983,21204000,245.41666666667,-0.0002152302742764,0.0002523120571441,-3.7081782867664e-05,-4.269983653396e-07,5.5349411533254e-07,-1.2649574999294e-07,-16.482471339481,44.461833259364,0.38402095902119,0.68171296296296,50400.0,1,1100.0,530.0,0.2,17.0
987,21290400,246.41666666667,-0.0002158968210252,0.0002530891962679,-3.7192375242634e-05,-4.3021177334353e-07,5.5788232742068e-07,-1.2767055407715e-07,-16.481666981855,44.557892886433,0.39318219619329,0.68449074074074,50400.0,1,1100.0,530.0,0.2,17.0
991,21376800,247.41666666667,-0.0002165629540009,0.0002538659048619,-3.7302950861055e-05,-4.3344029568302e-07,5.6229299509636e-07,-1.2885269941334e-07,-16.480841218456,44.653804750817,0.40231863895061,0.68726851851852,50400.0,1,1100.0,530.0,0.2,17.0
995,21463200,248.41666666667,-0.0002172286770222,0.0002546421871488,-3.741351012656e-05,-4.3668397582746e-07,5.6672618898339e-07,-1.3004221315593e-07,-16.480056572674,44.749789869512,0.41146112017589,0.6900462962963,50400.0,1,1100.0,530.0,0.2,17.0
999,21549600,249.41666666667,-0.0002178939332886,0.0002554179766639,-3.7524043375318e-05,-4.3994278545405e-07,5.7118188415612e-07,-1.3123909870207e-07,-16.480955641318,44.837433832118,0.41681598223759,0.69282407407407,50400.0,1,1100.0,530.0,0.2,17.0
1003,21636000,250.41666666667,-0.0002185587854385,0.0002561933455867,-3.7634560148143e-05,-4.4321684440056e-07,5.7566025530523e-07,-1.3244341090467e-07,-16.480122816481,44.933457756078,0.42604199412692,0.69560185185185,50400.0,1,1100.0,530.0,0.2,17.0
1007,21722400,251.41666666667,-0.0002192232900079,0.0002569683614008,-3.7745071392923e-05,-4.4650624067578e-07,5.801614265704e-07,-1.3365518589461e-07,-16.477629662372,45.037396350528,0.43889095256003,0.69837962962963,50400.0,1,1100.0,530.0,0.2,17.0
1011,21808800,252.41666666667,-0.0002198873314105,0.0002577428880752,-3.7855556664693e-05,-4.4981088633548e-07,5.8468529682262e-07,-1.3487441048714e-07,-16.47845270902,45.124644902854,0.44419740645372,0.70115740740741,50400.0,1,1100.0,530.0,0.2,17.0
1015,21895200,253.41666666667,-0.0002205510325187,0.0002585170690108,-3.7966036492132e-05,-4.5313096426894e-07,5.8923212147945e-07,-1.3610115721052e-07,-16.476006497676,45.228768377815,0.45711279984487,0.70393518518519,50400.0,1,1100.0,530.0,0.2,17.0
1019,21981600,254.41666666667,-0.000221214336149,0.0002592908371479,-3.8076500998859e-05,-4.5646644711138e-07,5.9380187728659e-07,-1.3733543017521e-07,-16.475226433556,45.324493418994,0.46622977279755,0.70671296296296,50400.0,1,1100.0,530.0,0.2,17.0
1023,22068000,255.41666666667,-0.0002218772431366,0.0002600641933143,-3.8186950177718e-05,-4.5981737470099e-07,5.9839462988785e-07,-1.3857725518687e-07,-16.474417540992,45.420111905961,0.47534405740824,0.70949074074074,50400.0,1,1100.0,530.0,0.2,17.0
1027,22154400,256.41666666667,-0.0002225396937958,0.0002608370676022,-3.8297373806383e-05,-4.6318371496646e-07,6.0301034963926e-07,-1.398266346728e-07,-16.475171843212,45.507180631102,0.4806818895367,0.71226851851852,50400.0,1,1100.0,530.0,0.2,17.0
1031,22240800,257.41666666667,-0.0002232018138592,0.000261609606743,-3.8407792883858e-05,-4.6656565595217e-07,6.0764929906615e-07,-1.4108364311399e-07,-16.472812114164,45.611281997193,0.49357146997891,0.7150462962963,50400.0,1,1100.0,530.0,0.2,17.0
1035,22327200,258.41666666667,-0.0002238635428294,0.0002623817398155,-3.8518196986069e-05,-4.6996316551553e-07,6.1231144849524e-07,-1.4234828297971e-07,-16.472017099456,45.706716344449,0.50264106593786,0.71782407407407,50400.0,1,1100.0,530.0,0.2,17.0
