time,dt,state,T_gas,T_steam,p_gas,p_steam
78894000.0,82800.0,1,900,525,0.2,17
78976800.0,10800.0,4,900.0,525.0,0.2,17.0
78987600.0,3600.0,2,845,525,0.1,10
78991200.0,10800.0,5,845.0,525.0,0.1,10.0
79002000.0,82800.0,1,900,525,0.2,17
79084800.0,10800.0,4,900.0,525.0,0.2,17.0
79095600.0,3600.0,2,845,525,0.1,10
79099200.0,10800.0,5,845.0,525.0,0.1,10.0
79110000.0,82800.0,1,900,525,0.2,17
79192800.0,10800.0,4,900.0,525.0,0.2,17.0
79203600.0,3600.0,2,845,525,0.1,10
79207200.0,10800.0,5,845.0,525.0,0.1,10.0
79218000.0,82800.0,1,900,525,0.2,17
79300800.0,10800.0,4,900.0,525.0,0.2,17.0
79311600.0,3600.0,2,845,525,0.1,10
79315200.0,10800.0,5,845.0,525.0,0.1,10.0
79326000.0,82800.0,1,900,525,0.2,17
79408800.0,10800.0,4,900.0,525.0,0.2,17.0
79419600.0,3600.0,2,845,525,0.1,10
79423200.0,10800.0,5,845.0,525.0,0.1,10.0
79434000.0,82800.0,1,900,525,0.2,17
79516800.0,10800.0,4,900.0,525.0,0.2,17.0
79527600.0,3600.0,2,845,525,0.1,10
79531200.0,10800.0,5,845.0,525.0,0.1,10.0
79542000.0,82800.0,1,900,525,0.2,17
79624800.0,10800.0,4,900.0,525.0,0.2,17.0
79635600.0,3600.0,2,845,525,0.1,10
79639200.0,10800.0,5,845.0,525.0,0.1,10.0
79650000.0,82800.0,1,900,525,0.2,17
79732800.0,10800.0,4,900.0,525.0,0.2,17.0
