id,stress_xx,x,y,z
0,0.31672768599791,13.8,0,0
0.094117647058823,1.5470785804685,13.894117647059,0,0
0.18823529411765,2.3606423218783,13.988235294118,0,0
0.28235294117647,2.5654784328611,14.082352941176,0,0
0.37647058823529,2.5654784328611,14.176470588235,0,0
0.47058823529412,2.5654784328611,14.270588235294,0,0
0.56470588235294,2.4232972116424,14.364705882353,0,0
0.65882352941176,2.4232972116424,14.458823529412,0,0
0.75294117647059,2.4232972116424,14.552941176471,0,0
0.84705882352941,2.288991673471,14.647058823529,0,0
0.94117647058824,2.288991673471,14.741176470588,0,0
1.0352941176471,2.288991673471,14.835294117647,0,0
1.1294117647059,2.1619907029193,14.929411764706,0,0
1.2235294117647,2.1619907029193,15.023529411765,0,0
1.3176470588235,2.1619907029193,15.117647058824,0,0
1.4117647058824,2.041774031602,15.211764705882,0,0
1.5058823529412,2.041774031602,15.305882352941,0,0
1.6,2.041774031602,15.4,0,0
1.6941176470588,1.9278669002291,15.494117647059,0,0
1.7882352941176,1.9278669002291,15.588235294118,0,0
1.8823529411765,1.8198353649321,15.682352941176,0,0
1.9764705882353,1.8198353649321,15.776470588235,0,0
2.0705882352941,1.8198353649321,15.870588235294,0,0
2.1647058823529,1.717282156104,15.964705882353,0,0
2.2588235294118,1.717282156104,16.058823529412,0,0
2.3529411764706,1.717282156104,16.152941176471,0,0
2.4470588235294,1.6198430226015,16.247058823529,0,0
2.5411764705882,1.6198430226015,16.341176470588,0,0
2.6352941176471,1.6198430226015,16.435294117647,0,0
2.7294117647059,1.5271834911274,16.529411764706,0,0
2.8235294117647,1.5271834911274,16.623529411765,0,0
2.9176470588235,1.5271834911274,16.717647058824,0,0
3.0117647058824,1.4389959929747,16.811764705882,0,0
3.1058823529412,1.4389959929747,16.905882352941,0,0
3.2,1.4389959929747,17,0,0
3.2941176470588,1.3549973074968,17.094117647059,0,0
3.3882352941176,1.3549973074968,17.188235294118,0,0
3.4823529411765,1.3549973074968,17.282352941176,0,0
3.5764705882353,1.2749262854626,17.376470588235,0,0
3.6705882352941,1.2749262854626,17.470588235294,0,0
3.7647058823529,1.2749262854626,17.564705882353,0,0
3.8588235294118,1.1985418166037,17.658823529412,0,0
3.9529411764706,1.1985418166037,17.752941176471,0,0
4.0470588235294,1.1985418166037,17.847058823529,0,0
4.1411764705882,1.1256210128566,17.941176470588,0,0
4.2352941176471,1.1256210128566,18.035294117647,0,0
4.3294117647059,1.1256210128566,18.129411764706,0,0
4.4235294117647,1.0559575795616,18.223529411765,0,0
4.5176470588235,1.0559575795616,18.317647058824,0,0
4.6117647058824,1.0559575795616,18.411764705882,0,0
4.7058823529412,0.98936035504795,18.505882352941,0,0
4.8,0.98936035504795,18.6,0,0
4.8941176470588,0.9256519982219,18.694117647059,0,0
4.9882352941176,0.9256519982219,18.788235294118,0,0
5.0823529411765,0.9256519982219,18.882352941176,0,0
5.1764705882353,0.86466780634869,18.976470588235,0,0
5.2705882352941,0.86466780634869,19.070588235294,0,0
5.3647058823529,0.86466780634869,19.164705882353,0,0
5.4588235294118,0.80625464927528,19.258823529412,0,0
5.5529411764706,0.80625464927528,19.352941176471,0,0
5.6470588235294,0.80625464927528,19.447058823529,0,0
5.7411764705882,0.75027000732552,19.541176470588,0,0
5.8352941176471,0.75027000732552,19.635294117647,0,0
5.9294117647059,0.75027000732552,19.729411764706,0,0
6.0235294117647,0.69658110133411,19.823529411765,0,0
6.1176470588235,0.69658110133411,19.917647058824,0,0
6.2117647058824,0.69658110133411,20.011764705882,0,0
6.3058823529412,0.64506410404768,20.105882352941,0,0
6.4,0.64506410404768,20.2,0,0
6.4941176470588,0.64506410404768,20.294117647059,0,0
6.5882352941176,0.59560342590294,20.388235294118,0,0
6.6823529411765,0.59560342590294,20.482352941176,0,0
6.7764705882353,0.59560342590294,20.576470588235,0,0
6.8705882352941,0.54809106648286,20.670588235294,0,0
6.9647058823529,0.54809106648286,20.764705882353,0,0
7.0588235294118,0.54809106648286,20.858823529412,0,0
7.1529411764706,0.50242602309226,20.952941176471,0,0
7.2470588235294,0.50242602309226,21.047058823529,0,0
7.3411764705882,0.50242602309226,21.141176470588,0,0
7.4352941176471,0.45851375468557,21.235294117647,0,0
7.5294117647059,0.45851375468557,21.329411764706,0,0
7.6235294117647,0.45851375468557,21.423529411765,0,0
7.7176470588235,0.41626569179773,21.517647058824,0,0
7.8117647058824,0.41626569179773,21.611764705882,0,0
7.9058823529412,0.41626569179773,21.705882352941,0,0
8,0.37559878949852,21.8,0,0
8.0941176470588,0.37559878949852,21.894117647059,0,0
8.1882352941176,0.33643511910197,21.988235294118,0,0
8.2823529411765,0.33643511910197,22.082352941176,0,0
8.3764705882353,0.33643511910197,22.176470588235,0,0
8.4705882352941,0.29870149423784,22.270588235294,0,0
